10072	1
>	0
0	5.275537e+05
>	1
0	9.921792e+04
>	2
0	9.122367e+04
>	3
0	8.587969e+03
>	4
0	9.635575e+03
>	5
0	3.291617e+03
>	6
0	1.873490e+03
>	7
0	1.023247e+04
>	8
0	3.255026e+03
>	9
0	2.282306e+03
>	10
>	11
0	3.820403e+05
>	12
0	1.463436e+05
>	13
0	3.769975e+05
>	14
0	3.724805e+05
>	15
>	16
>	17
>	18
0	2.869575e+04
>	19
0	3.309094e+04
>	20
0	6.166362e+03
>	21
0	1.308946e+04
>	22
0	6.206645e+03
>	23
0	4.284049e+03
>	24
0	3.956631e+03
>	25
>	26
0	1.225891e+04
>	27
0	3.262349e+03
>	28
>	29
0	6.904531e+04
>	30
0	5.648529e+03
>	31
>	32
0	1.927945e+04
>	33
0	1.668801e+04
>	34
0	2.781141e+02
>	35
0	2.362511e+02
>	36
0	3.508703e+04
>	37
0	1.035036e+05
>	38
0	5.253748e+03
>	39
0	2.160078e+04
>	40
0	3.394144e+03
>	41
0	1.492172e+04
>	42
0	3.039938e+04
>	43
0	3.258831e+04
>	44
0	1.172260e+03
>	45
0	2.570688e+04
>	46
0	2.233411e+04
>	47
0	2.352084e+05
>	48
0	4.439049e+04
>	49
0	3.841472e+03
>	50
0	4.710454e+04
>	51
0	4.765368e+04
>	52
>	53
>	54
>	55
0	2.254442e+04
>	56
0	4.979669e+03
>	57
0	1.192803e+06
>	58
0	8.842510e+03
>	59
0	2.271214e+05
>	60
0	7.458175e+03
>	61
0	2.135449e+05
>	62
0	1.095180e+04
>	63
0	6.344737e+03
>	64
0	2.550267e+04
>	65
0	5.111681e+03
>	66
0	4.187295e+05
>	67
0	8.541347e+04
>	68
0	7.622244e+04
>	69
0	1.857370e+03
>	70
0	1.120565e+03
>	71
0	4.533778e+02
>	72
>	73
0	5.941495e+03
>	74
0	4.934339e+03
>	75
>	76
0	8.541972e+03
>	77
0	4.710221e+03
>	78
>	79
0	3.828710e+03
>	80
>	81
>	82
0	7.283879e+03
>	83
0	5.591916e+04
>	84
0	1.405534e+04
>	85
0	7.802328e+03
>	86
>	87
0	1.445909e+03
>	88
0	4.277883e+02
>	89
>	90
0	4.593524e+03
>	91
0	1.740599e+03
>	92
0	3.533770e+05
>	93
0	7.543055e+04
>	94
0	7.925102e+04
>	95
0	6.273571e+02
>	96
0	3.675396e+05
>	97
0	7.593664e+04
>	98
0	7.627773e+04
>	99
0	3.801144e+03
>	100
0	1.980513e+03
>	101
0	1.006848e+04
>	102
0	1.944997e+04
>	103
0	7.532954e+03
>	104
0	1.390221e+05
>	105
0	3.212047e+04
>	106
0	3.967735e+04
>	107
0	5.326417e+03
>	108
0	1.601921e+05
>	109
0	2.842906e+04
>	110
0	4.797143e+04
>	111
0	3.375003e+03
>	112
0	1.069635e+04
>	113
0	1.817231e+03
>	114
0	6.885310e+03
>	115
0	9.935504e+03
>	116
0	3.436196e+03
>	117
0	8.012571e+04
>	118
0	2.863342e+04
>	119
0	2.028411e+04
>	120
0	6.506443e+03
>	121
0	7.383997e+03
>	122
0	6.598984e+04
>	123
0	1.774371e+04
>	124
0	2.302173e+04
>	125
0	1.954355e+03
>	126
0	1.016948e+04
>	127
0	1.523074e+05
>	128
0	4.015208e+04
>	129
0	5.669169e+04
>	130
0	5.551270e+03
>	131
0	9.037230e+04
>	132
0	4.677153e+04
>	133
0	4.444527e+04
>	134
>	135
0	6.858986e+04
>	136
0	1.225741e+04
>	137
0	2.538240e+04
>	138
0	3.242147e+04
>	139
0	2.238832e+04
>	140
>	141
0	8.597764e+03
>	142
0	1.058810e+05
>	143
0	2.243394e-02
>	144
>	145
0	4.145397e+04
>	146
0	5.105725e+05
>	147
0	9.006381e+04
>	148
0	8.883177e+04
>	149
0	6.477691e+03
>	150
0	1.341105e+04
>	151
0	3.028667e+03
>	152
0	8.873064e+02
>	153
0	6.929531e+03
>	154
0	2.421729e+03
>	155
0	3.854527e+03
>	156
0	7.943599e+02
>	157
>	158
0	3.566380e+05
>	159
0	1.510530e+05
>	160
0	3.563770e+05
>	161
0	3.539096e+05
>	162
>	163
>	164
>	165
0	2.420922e+04
>	166
0	4.186903e+04
>	167
0	1.631387e+03
>	168
0	4.870189e+03
>	169
0	1.861601e+03
>	170
0	1.381895e+04
>	171
>	172
>	173
0	9.926272e+03
>	174
>	175
0	3.096450e+04
>	176
0	1.204393e+04
>	177
0	1.409501e+03
>	178
>	179
0	8.425148e+04
>	180
0	3.764789e+03
>	181
0	1.797904e+01
>	182
0	1.734682e+04
>	183
0	1.412737e+04
>	184
>	185
0	1.069099e+03
>	186
0	3.776117e+04
>	187
0	1.021029e+05
>	188
0	6.341777e+03
>	189
0	5.810555e+03
>	190
0	1.903587e+04
>	191
0	3.895963e+03
>	192
0	1.896762e+04
>	193
0	2.548027e+04
>	194
0	1.198865e+04
>	195
0	2.414778e+04
>	196
0	3.006730e+03
>	197
0	1.971543e+04
>	198
0	1.402270e+04
>	199
0	1.020193e+03
>	200
0	2.741946e+04
>	201
0	2.222094e+05
>	202
0	4.756231e+04
>	203
0	4.502621e+03
>	204
0	4.826919e+04
>	205
0	2.961276e+04
>	206
>	207
>	208
>	209
0	2.979198e+04
>	210
0	9.037605e+03
>	211
0	1.144994e+06
>	212
0	9.793679e+03
>	213
0	1.819713e+05
>	214
>	215
0	2.243929e+05
>	216
0	7.738633e+03
>	217
0	2.547673e+03
>	218
0	3.367638e+03
>	219
0	7.713382e+03
>	220
0	2.689164e+04
>	221
0	8.756110e+03
>	222
0	3.655333e+05
>	223
0	8.949603e+04
>	224
0	7.323896e+04
>	225
0	3.416149e+03
>	226
0	9.882197e+02
>	227
>	228
>	229
0	5.508092e+03
>	230
>	231
>	232
0	4.987350e+03
>	233
>	234
>	235
0	5.295368e+03
>	236
>	237
>	238
0	8.711825e+03
>	239
0	5.667017e+04
>	240
0	1.181112e+04
>	241
0	8.550049e+03
>	242
>	243
0	2.185264e+03
>	244
0	2.323861e+03
>	245
>	246
0	6.674451e+03
>	247
0	1.920306e+03
>	248
0	3.354197e+05
>	249
0	6.773024e+04
>	250
0	7.456144e+04
>	251
0	3.080933e+03
>	252
0	2.272545e+03
>	253
0	3.449034e+05
>	254
0	8.045060e+04
>	255
0	8.429563e+04
>	256
0	4.700558e+03
>	257
0	3.001612e+03
>	258
0	9.821542e+03
>	259
0	2.922909e+03
>	260
0	1.688268e+04
>	261
0	6.688609e+03
>	262
0	1.241342e+05
>	263
0	3.047991e+04
>	264
0	3.942375e+04
>	265
0	3.786190e+03
>	266
0	8.244153e+03
>	267
0	1.512206e+05
>	268
0	2.032223e+04
>	269
0	4.816542e+04
>	270
0	6.223653e+03
>	271
0	1.574875e+04
>	272
>	273
0	8.011969e+02
>	274
0	9.925535e+03
>	275
0	5.972949e+03
>	276
0	4.468382e+03
>	277
0	6.784718e+04
>	278
0	2.780727e+04
>	279
0	1.994428e+04
>	280
0	2.954674e+03
>	281
0	7.562797e+03
>	282
0	7.670649e+04
>	283
0	1.778003e+04
>	284
0	2.746847e+04
>	285
0	3.774862e+03
>	286
0	9.407517e+03
>	287
0	1.546932e+05
>	288
0	3.163862e+04
>	289
0	6.316320e+04
>	290
0	1.445964e+04
>	291
0	1.165752e+05
>	292
0	2.956662e+03
>	293
0	6.176608e+04
>	294
0	5.334073e+03
>	295
0	6.402899e+04
>	296
0	7.873658e+03
>	297
0	2.852975e+04
>	298
0	5.350964e+04
>	299
0	7.922355e+03
>	300
>	301
0	1.625564e+04
>	302
0	4.966659e+04
>	303
0	7.834120e+03
