0	2.854455e+03
>	343
0	1.010547e+04
>	344
0	1.961554e+04
>	345
0	6.416912e+03
>	346
0	4.387080e+05
>	347
0	7.030980e+04
>	348
0	7.586260e+04
>	349
0	1.404768e+03
>	350
0	3.547545e+03
>	351
0	1.046128e+04
>	352
0	1.650852e+03
>	353
0	8.506133e+03
>	354
0	1.106522e+04
>	355
0	5.865842e+04
>	356
0	7.729928e+03
>	357
0	7.207232e+03
>	358
0	1.589771e+02
>	359
0	3.482179e+05
>	360
0	6.435255e+04
>	361
0	8.773071e+04
>	362
0	2.446172e+01
>	363
0	2.604379e+03
>	364
0	3.637599e+05
>	365
0	7.531996e+04
>	366
0	7.813049e+04
>	367
0	2.336465e+03
>	368
0	4.284199e+03
>	369
0	5.465739e+03
>	370
0	6.018425e+03
>	371
0	2.031184e+04
>	372
0	6.395384e+02
>	373
0	9.794427e+03
>	374
0	1.271574e+05
>	375
0	2.551482e+04
>	376
0	3.606667e+04
>	377
0	3.485250e+03
>	378
0	1.245326e+04
>	379
0	3.355010e+03
>	380
0	1.083900e+03
>	381
0	1.608808e+05
>	382
0	7.959035e+03
>	383
0	2.613990e+04
>	384
0	1.117319e+03
>	385
0	1.422386e+04
>	386
0	7.044598e+03
>	387
>	388
0	1.002902e+04
>	389
0	2.590256e+03
>	390
0	6.944254e+04
>	391
0	1.991824e+04
>	392
0	2.317981e+04
>	393
0	3.609753e+03
>	394
0	6.259824e+03
>	395
0	6.962633e+04
>	396
0	1.774881e+04
>	397
0	2.359284e+04
>	398
0	3.486700e+02
>	399
0	1.263704e+05
>	400
0	4.756653e+04
>	401
0	3.385337e+04
>	402
0	1.206633e+05
>	403
0	3.904679e+04
>	404
0	4.464890e+04
>	405
0	4.091087e+04
>	406
0	4.197671e+04
>	407
0	4.334214e+04
>	408
0	1.800668e+03
>	409
0	1.958618e+04
>	410
0	2.259010e+03
>	411
0	1.759907e+04
>	412
0	2.071913e+04
>	413
0	3.061076e+03
>	414
>	415
0	2.954434e+04
>	416
0	1.944665e+04
>	417
0	6.755917e+03
>	418
0	5.171593e+05
>	419
0	4.323820e+03
>	420
0	9.047785e+04
>	421
0	8.037844e+04
>	422
0	5.843490e+03
>	423
0	1.603762e+04
>	424
0	2.313383e+03
>	425
0	3.534959e+01
>	426
0	1.066668e+04
>	427
0	5.148999e+03
>	428
0	3.774339e+03
>	429
0	1.302178e+04
>	430
>	431
>	432
0	1.082554e+06
>	433
0	1.195717e+05
>	434
0	5.364570e+03
>	435
0	7.576201e+04
>	436
0	8.876529e+04
>	437
0	2.109442e+04
>	438
0	3.867247e+03
>	439
0	1.465647e+04
>	440
0	3.174638e+03
>	441
0	5.892104e+03
>	442
0	4.296077e+04
>	443
>	444
>	445
>	446
0	3.459194e+04
>	447
>	448
>	449
0	6.411394e+02
>	450
>	451
>	452
0	7.842857e+04
>	453
0	1.480154e+03
>	454
0	7.493349e-01
>	455
0	1.478928e+04
>	456
0	1.473521e+04
>	457
0	5.430010e-01
>	458
0	5.901133e+03
>	459
>	460
0	3.242736e+04
>	461
0	1.186287e+05
>	462
0	7.736740e+03
>	463
0	1.940409e+04
>	464
0	2.865265e+03
>	465
0	1.267122e+04
>	466
0	1.426634e+04
>	467
0	2.336288e+03
>	468
0	3.990946e+04
>	469
0	1.471080e+03
>	470
0	2.425257e+04
>	471
0	2.601886e+04
>	472
0	2.328242e+05
>	473
0	4.930698e+04
>	474
0	3.055835e+03
>	475
0	4.204318e+04
>	476
0	4.083013e+04
>	477
>	478
>	479
0	4.057870e+04
>	480
>	481
0	1.210777e+06
>	482
0	8.573596e+03
>	483
0	2.363026e+05
>	484
0	7.911828e+03
>	485
0	2.091534e+05
>	486
0	1.349160e+04
>	487
0	7.551723e+03
>	488
0	2.200577e+04
>	489
0	5.681613e+03
>	490
0	6.921774e+03
>	491
>	492
0	4.479971e+05
>	493
0	2.744835e+04
>	494
0	4.312854e+04
>	495
0	1.140262e+04
>	496
0	2.929358e+03
>	497
0	8.667389e+03
>	498
0	1.530047e+03
>	499
0	1.183992e+04
>	500
>	501
0	5.460249e+04
>	502
0	1.600341e+04
>	503
0	7.449834e+03
>	504
0	5.464381e+02
>	505
0	3.460264e+05
>	506
0	7.452916e+04
>	507
0	7.314462e+04
>	508
>	509
0	3.727090e+05
>	510
0	7.227466e+04
>	511
0	7.952382e+04
>	512
0	1.434845e+03
>	513
0	3.389136e+03
>	514
0	9.650118e+03
>	515
0	4.716788e+03
>	516
0	1.534928e+04
>	517
0	6.185112e+02
>	518
0	9.236656e+03
>	519
0	1.357246e+05
>	520
0	2.087599e+04
>	521
0	3.432359e+04
>	522
0	4.308837e+03
>	523
0	9.681309e+03
>	524
0	1.386546e+05
>	525
0	2.347828e+04
>	526
0	4.968481e+04
>	527
0	1.733153e+03
>	528
0	1.172292e+04
>	529
0	5.528710e+02
>	530
0	8.411176e+03
>	531
0	9.168980e+03
>	532
0	3.961805e+03
>	533
0	6.749700e+04
>	534
0	1.544272e+04
>	535
0	1.861708e+04
>	536
0	3.332953e+03
>	537
0	6.034306e+03
>	538
0	3.177227e+03
>	539
0	1.656835e+03
>	540
0	5.172824e+04
>	541
0	1.895138e+03
>	542
0	1.113725e+04
>	543
>	544
0	1.320180e+05
>	545
0	3.101257e+04
>	546
0	6.287437e+04
>	547
0	9.182679e+04
>	548
0	3.104955e+04
>	549
0	3.204375e+04
>	550
0	4.651136e+04
>	551
0	3.007092e+04
>	552
0	3.341596e+04
>	553
0	1.818658e+04
>	554
0	1.965495e+04
>	555
0	7.763064e+04
>	556
>	557
0	5.721607e+03
>	558
0	1.776147e+04
>	559
0	1.529244e+04
>	560
0	4.868550e+05
>	561
0	3.414409e+03
>	562
0	5.852806e+03
>	563
0	8.972966e+04
>	564
0	9.234673e+04
>	565
0	5.280714e+03
>	566
0	1.481305e+04
>	567
0	4.143724e+03
>	568
0	3.083647e+02
>	569
0	9.404133e+03
>	570
0	3.467399e+03
>	571
0	3.772044e+03
>	572
0	1.553654e+04
>	573
>	574
>	575
0	1.076912e+06
>	576
0	1.224152e+05
>	577
0	2.446719e+03
>	578
0	5.712770e+04
>	579
0	6.501270e+03
>	580
>	581
0	8.940374e+04
>	582
0	1.615306e+04
>	583
0	4.371922e+03
>	584
0	3.970171e+03
>	585
0	2.570830e+03
>	586
0	1.030935e+04
>	587
>	588
>	589
0	3.699233e+04
>	590
>	591
>	592
0	3.299501e+04
>	593
0	9.033884e+03
>	594
0	7.808905e+03
>	595
>	596
0	9.259328e+04
>	597
0	1.920114e+03
>	598
0	1.073381e+00
>	599
0	1.619599e+04
>	600
0	1.613102e+04
>	601
0	5.836895e-01
>	602
0	2.442280e+03
>	603
>	604
0	3.737249e+04
>	605
0	1.147049e+05
>	606
0	1.994888e+04
>	607
0	1.639321e+04
>	608
0	2.571433e+04
>	609
0	1.281637e+04
>	610
0	2.211913e+03
>	611
0	3.171981e+04
>	612
0	5.259427e+01
>	613
0	1.313003e+04
>	614
0	1.571138e+04
>	615
>	616
0	1.887364e+04
>	617
0	2.250621e+05
>	618
0	6.033687e+04
>	619
0	1.173811e+03
>	620
0	5.128239e+04
>	621
0	4.212452e+04
>	622
>	623
0	2.716880e+02
>	624
0	7.706627e+03
>	625
>	626
0	1.205825e+06
>	627
0	1.070288e+04
>	628
0	1.456937e+05
>	629
0	4.768622e+03
>	630
0	7.971138e+04
>	631
0	2.575309e+04
>	632
0	1.077185e+04
>	633
0	2.222865e+04
>	634
0	6.617177e+03
>	635
0	2.789897e+03
>	636
>	637
0	4.248417e+05
>	638
0	4.157417e+04
>	639
0	3.859260e+04
>	640
0	7.552749e+03
>	641
0	2.592358e+03
>	642
0	1.208250e+04
>	643
0	1.156330e+03
>	644
0	1.637569e+04
>	645
>	646
0	5.890117e+04
>	647
0	9.030890e+03
>	648
0	9.708492e+03
>	649
0	1.677153e+03
>	650
0	3.589822e+05
>	651
0	7.233632e+04
>	652
0	7.053907e+04
>	653
>	654
0	3.473388e+05
>	655
0	6.863164e+04
>	656
0	8.323106e+04
>	657
0	6.251690e+03
>	658
0	3.243508e+03
>	659
0	1.109919e+04
>	660
0	2.523467e+03
>	661
0	1.313401e+04
>	662
0	8.184849e+03
>	663
0	1.074038e+05
>	664
0	3.661166e+04
>	665
0	4.310690e+04
>	666
0	2.226349e+03
>	667
0	1.061817e+04
>	668
0	1.327541e+05
>	669
0	2.112183e+04
>	670
0	4.131640e+04
>	671
0	9.237562e+03
>	672
0	8.373114e+03
>	673
0	9.904020e+03
>	674
0	6.324466e+04
>	675
0	1.658775e+04
>	676
0	1.862678e+04
>	677
0	4.807123e+03
>	678
0	1.011163e+04
>	679
0	1.533220e+03
>	680
0	2.502421e+03
>	681
0	4.841460e+04
>	682
0	5.415076e+03
>	683
0	1.062058e+04
>	684
>	685
0	1.227093e+04
>	686
0	1.251134e+04
>	687
0	1.376692e+05
>	688
0	4.828811e+04
>	689
0	4.795395e+04
>	690
0	9.738661e+04
>	691
0	2.168844e+04
>	692
0	2.979935e+04
>	693
0	3.152232e+04
>	694
0	1.597402e+04
>	695
>	696
0	5.122719e+04
>	697
0	5.934655e+03
>	698
0	2.065650e+04
>	699
0	5.299397e+05
>	700
0	3.813898e+03
>	701
0	9.909087e+04
>	702
0	9.344203e+04
>	703
0	5.570223e+03
>	704
0	1.054344e+04
>	705
0	6.567188e+03
>	706
0	9.545582e+02
>	707
0	7.050421e+03
>	708
0	6.285612e+03
>	709
0	1.714165e+04
>	710
>	711
0	1.635325e+03
>	712
0	1.077317e+06
>	713
0	1.207398e+05
>	714
>	715
0	4.815481e+04
>	716
0	8.374482e+02
>	717
0	1.139274e+03
>	718
0	1.086616e+05
>	719
0	1.825971e+04
>	720
0	4.573809e+03
>	721
0	2.928318e+03
>	722
0	1.668563e+04
>	723
>	724
>	725
0	4.352542e+04
>	726
>	727
>	728
0	3.324521e+04
>	729
>	730
>	731
0	2.425941e+03
>	732
>	733
>	734
0	8.868981e+04
>	735
0	3.993353e+03
>	736
0	1.195286e+01
>	737
0	1.558229e+04
>	738
0	1.270862e+04
>	739
>	740
0	4.199522e+03
>	741
>	742
0	3.017607e+04
>	743
0	1.157568e+05
>	744
0	5.717907e+03
>	745
0	2.431653e+04
>	746
0	1.998672e+04
>	747
0	1.388299e+04
>	748
0	6.944050e+02
>	749
0	2.870475e+03
>	750
0	2.970733e+04
>	751
0	1.100583e+03
>	752
0	7.675028e+03
>	753
0	1.721320e+04
>	754
>	755
0	2.537784e+04
>	756
0	2.292222e+05
>	757
0	5.306365e+04
>	758
0	1.256071e+03
>	759
0	4.701361e+04
>	760
0	4.003067e+04
>	761
>	762
0	1.701703e+03
>	763
0	8.412650e+03
>	764
0	9.671800e+03
>	765
>	766
0	1.239419e+06
>	767
0	7.385159e+03
>	768
0	1.800819e+05
>	769
0	5.938797e+03
>	770
0	9.409823e+04
>	771
0	3.066664e+04
>	772
0	6.855670e+03
>	773
0	6.471975e+03
>	774
0	4.294700e+05
>	775
0	6.987852e+04
>	776
0	7.930486e+04
>	777
0	2.284246e+03
>	778
0	1.125716e+03
>	779
0	1.131945e+04
>	780
0	1.507123e+04
>	781
>	782
0	6.716596e+04
>	783
0	1.300847e+04
>	784
0	3.438055e+03
>	785
0	3.681438e+05
>	786
0	7.699692e+04
>	787
0	7.833562e+04
>	788
0	2.949470e+03
>	789
0	3.727256e+05
>	790
0	7.207515e+04
>	791
0	8.525534e+04
>	792
>	793
0	2.066593e+04
>	794
0	4.240027e+03
>	795
0	7.398627e+03
>	796
0	1.367063e+05
>	797
0	4.518614e+04
>	798
0	3.339142e+04
>	799
0	4.299896e+03
>	800
0	4.803747e+03
>	801
0	1.563924e+05
>	802
0	3.272496e+04
>	803
0	3.522765e+04
>	804
>	805
0	1.242301e+04
>	806
0	1.447539e+04
>	807
>	808
0	1.090016e+04
>	809
0	8.009309e+04
>	810
0	1.926464e+04
>	811
0	2.171360e+04
>	812
0	7.864877e+03
>	813
0	6.062645e+03
>	814
0	6.027156e+04
>	815
0	2.228479e+04
>	816
0	1.931956e+04
>	817
0	1.082075e+04
>	818
0	8.226667e+03
>	819
0	8.363428e+03
>	820
0	1.413378e+05
>	821
0	4.934876e+04
>	822
0	6.227485e+04
>	823
0	9.608748e+04
>	824
0	3.518243e+04
>	825
0	3.215694e+04
>	826
0	6.000319e+04
>	827
0	1.825084e+04
>	828
0	2.505701e+04
>	829
0	3.588266e+04
>	830
0	1.021101e+04
>	831
0	1.648502e+04
>	832
0	4.172416e+04
>	833
0	5.209305e+05
>	834
0	4.314675e+03
>	835
0	9.351192e+04
>	836
0	9.651830e+04
>	837
0	4.053363e+03
>	838
0	9.119767e+03
>	839
0	5.263149e+03
>	840
0	8.861199e+02
>	841
0	1.073558e+04
>	842
0	4.273989e+03
>	843
0	1.779265e+04
>	844
>	845
0	1.425849e+03
>	846
0	1.065019e+06
>	847
0	1.320535e+05
>	848
>	849
0	8.852151e+04
>	850
0	5.105410e+03
>	851
0	5.134786e+02
>	852
0	1.003047e+05
>	853
0	1.430696e+04
>	854
0	4.807615e+03
>	855
0	1.460251e+04
>	856
0	4.833599e+03
>	857
0	2.080897e+03
>	858
0	4.248303e+04
>	859
>	860
>	861
0	3.185553e+04
>	862
0	5.458112e+01
>	863
>	864
0	2.178678e+03
>	865
0	9.551599e+04
>	866
0	7.053374e+03
>	867
0	7.510557e+02
>	868
0	7.970568e+03
>	869
0	4.056320e+04
>	870
>	871
0	2.963306e+03
>	872
>	873
0	2.957320e+04
>	874
0	1.182698e+05
>	875
0	5.768995e+03
>	876
0	6.960561e+03
>	877
0	2.006035e+04
>	878
0	2.780513e+04
>	879
0	1.232690e+04
>	880
0	2.986306e+03
>	881
0	3.671044e+04
>	882
>	883
0	1.049253e+04
>	884
0	1.230805e+04
>	885
0	3.778335e+02
>	886
0	2.819383e+04
>	887
0	2.344822e+05
>	888
0	5.921092e+04
>	889
0	3.089526e+03
>	890
0	4.630487e+04
>	891
0	3.758358e+04
>	892
>	893
>	894
0	3.547609e+04
>	895
0	5.986055e+03
>	896
0	6.305992e+03
>	897
0	4.314214e+03
>	898
0	1.209955e+06
>	899
0	5.020830e+03
>	900
0	2.276126e+05
>	901
0	7.119831e+03
>	902
0	1.982713e+05
>	903
0	7.042372e+03
>	904
0	1.265574e+04
>	905
0	7.209595e+03
>	906
0	4.330099e+05
>	907
0	7.565001e+04
>	908
0	7.995278e+04
>	909
0	4.184780e+03
>	910
0	2.760716e+03
>	911
0	1.206474e+04
>	912
0	1.447602e+03
>	913
0	1.649392e+04
>	914
>	915
0	6.718196e+04
>	916
0	7.397886e+03
>	917
0	9.742239e+03
>	918
>	919
0	3.542252e+05
>	920
0	7.421443e+04
>	921
0	7.482727e+04
>	922
>	923
0	7.610776e+03
>	924
0	3.520181e+05
>	925
0	8.198003e+04
>	926
0	7.550219e+04
>	927
0	4.319614e+03
>	928
0	4.132152e+03
>	929
0	1.215938e+04
>	930
0	1.832917e+04
>	931
0	9.033341e+03
>	932
0	7.350357e+03
>	933
0	1.329046e+05
>	934
0	2.298475e+04
>	935
0	4.750461e+04
>	936
0	1.879093e+03
>	937
0	1.170162e+04
>	938
0	1.484063e+03
>	939
0	4.769793e+03
>	940
0	1.491147e+05
>	941
0	4.010587e+03
>	942
0	2.372275e+04
>	943
0	1.981750e+03
>	944
0	1.174380e+04
>	945
0	5.124784e+03
>	946
0	2.268306e+03
>	947
0	9.506399e+03
>	948
0	7.848391e+03
>	949
0	7.859292e+04
>	950
0	1.458588e+04
>	951
0	2.858418e+04
>	952
0	1.769028e+03
>	953
0	9.101004e+03
>	954
0	5.667385e+04
>	955
0	1.717401e+04
>	956
0	2.613350e+04
>	957
>	958
0	1.446215e+05
>	959
0	4.269346e+04
>	960
0	5.839565e+04
>	961
0	9.941413e+04
>	962
0	3.649930e+04
>	963
0	2.945723e+04
>	964
0	4.738834e+04
>	965
0	3.300016e+04
>	966
0	1.674029e+04
>	967
0	2.649798e+04
>	968
0	2.456231e+04
>	969
0	1.555879e+04
>	970
0	3.456754e+04
>	971
0	2.655474e+04
>	972
0	4.922685e+05
>	973
0	9.349426e+04
>	974
0	8.514768e+04
>	975
0	2.629126e+03
>	976
0	1.001391e+04
>	977
0	6.108495e+03
>	978
0	8.727965e+02
>	979
0	9.571232e+03
>	980
0	4.233203e+03
>	981
0	3.182983e+03
>	982
0	1.944349e+04
>	983
>	984
0	2.847786e+02
>	985
0	1.105458e+06
>	986
0	1.222572e+05
>	987
0	8.580070e+03
>	988
0	7.327578e+04
>	989
0	9.714873e+04
>	990
0	2.244751e+04
>	991
0	3.410251e+03
>	992
0	1.504284e+04
>	993
0	3.786179e+03
>	994
0	3.185310e+03
>	995
0	3.375939e+04
>	996
0	7.214030e+02
>	997
>	998
0	1.128355e+04
>	999
0	3.419590e+03
>	1000
0	3.118258e+03
>	1001
0	1.064154e+05
>	1002
>	1003
0	3.959834e+02
>	1004
0	4.549065e+04
>	1005
0	2.309299e+03
>	1006
0	4.988254e+04
>	1007
0	1.160394e+05
>	1008
0	8.628615e+03
>	1009
0	3.982918e+03
>	1010
0	8.204613e+03
>	1011
0	9.333324e+03
>	1012
0	2.721177e+04
>	1013
0	1.159775e+04
>	1014
0	4.027010e+03
>	1015
0	2.958810e+04
>	1016
>	1017
0	9.918778e+03
>	1018
0	1.124000e+04
>	1019
0	2.403847e+03
>	1020
0	1.446027e+04
>	1021
0	6.246908e+02
>	1022
0	1.544703e+03
>	1023
0	2.697576e+04
>	1024
0	2.548459e+05
>	1025
>	1026
>	1027
0	4.467929e+04
>	1028
0	2.684158e+04
>	1029
0	2.276516e+04
>	1030
>	1031
0	2.379123e+04
>	1032
>	1033
>	1034
>	1035
>	1036
0	7.861161e+03
>	1037
0	1.313518e+04
>	1038
>	1039
0	9.459352e+03
>	1040
0	8.265699e+03
>	1041
0	2.375065e+03
>	1042
0	1.220096e+06
>	1043
0	7.811385e+03
>	1044
0	2.303247e+05
>	1045
0	5.162411e+03
>	1046
0	2.217325e+05
>	1047
0	5.890872e+03
>	1048
0	9.264762e+03
>	1049
0	6.818571e+03
>	1050
0	8.248894e+03
>	1051
0	4.206165e+05
>	1052
0	7.428339e+04
>	1053
0	8.400380e+04
>	1054
0	4.182566e+03
>	1055
0	3.504044e+03
>	1056
0	1.290756e+04
>	1057
0	5.332600e+02
>	1058
0	3.579409e+03
>	1059
0	1.534810e+03
>	1060
0	1.689502e+04
>	1061
>	1062
0	5.841732e+04
>	1063
0	1.099936e+04
>	1064
0	1.185986e+04
>	1065
>	1066
0	3.719258e+05
>	1067
0	7.425388e+04
>	1068
0	6.600637e+04
>	1069
0	1.132890e+03
>	1070
0	7.027435e+03
>	1071
0	3.724061e+05
>	1072
0	6.411930e+04
>	1073
0	7.760406e+04
>	1074
0	8.963764e+03
>	1075
0	2.339828e+03
>	1076
0	1.294469e+04
>	1077
0	1.850915e+04
>	1078
0	2.571985e+03
>	1079
0	5.698030e+03
>	1080
