t	min m/z	max m/z	charge
23	446.062423609	446.067776391	1
23	447.06561759	447.07098241	4
23	447.07071756	447.07608244	1
23	448.072211551	448.077588449	1
23	449.077005522	449.082394478	1
23	455.156969042	455.162430958	1
23	459.134645176	459.140154824	1
23	462.090927438	462.096472562	1
23	463.095221412	463.100778588	1
23	464.091815432	464.097384568	1
23	465.0972094	465.1027906	1
23	466.10050338	466.10609662	1
23	467.058197634	467.063802366	1
23	467.801593174	467.807206826	3
23	467.812393109	467.818006891	4
23	468.062391609	468.068008391	1
23	468.661088017	468.666711983	4
23	468.661088017	468.666711983	2
23	468.911686513	468.917313487	4
23	503.058281632	503.064318368	1
23	503.064381596	503.070418404	1
23	503.076481523	503.082518477	1
23	503.082581486	503.088618514	1
23	503.094681414	503.100718586	1
23	503.106781341	503.112818659	1
23	503.112881305	503.118918695	1
23	503.124981232	503.131018768	1
23	503.137081159	503.143118841	1
23	503.143181123	503.149218877	1
23	503.15528105	503.16131895	1
23	504.059375626	504.065424374	1
23	504.132275188	504.138324812	1
23	504.138375152	504.144424848	1
23	504.150475079	504.156524921	1
23	504.156575042	504.162624958	1
23	505.045069711	505.051130289	1
23	505.051169675	505.057230325	1
23	505.057269638	505.063330362	1
23	506.045763707	506.051836293	1
23	506.051863671	506.057936329	1
23	506.057963634	506.064036366	1
23	506.064063597	506.070136403	1
23	506.070163561	506.076236439	1
23	506.076263524	506.082336476	1
23	506.082463487	506.088536513	1
23	506.08856345	506.09463655	1
23	506.094663414	506.100736586	1
23	506.100763377	506.106836623	1
23	506.106863341	506.112936659	1
23	506.112963304	506.119036696	1
23	506.119063267	506.125136733	1
23	519.065485588	519.071714412	1
23	519.07188555	519.07811445	1
23	519.078185512	519.084414488	1
23	519.084585474	519.090814526	1
23	519.090885436	519.097114564	1
23	519.097285398	519.103514602	1
23	519.10358536	519.10981464	1
23	519.109985321	519.116214679	1
23	519.116285284	519.122514716	1
23	519.122685245	519.128914755	1
23	519.128985207	519.135214793	1
23	519.135385169	519.141614831	1
23	519.141685131	519.147914869	1
23	519.148085093	519.154314907	1
23	519.154385055	519.160614945	1
23	519.160785017	519.167014983	1
23	519.167084979	519.173315021	1
23	519.17348494	519.17971506	1
23	519.179784903	519.186015097	1
23	519.186184864	519.192415136	1
23	519.192484826	519.198715174	1
23	520.076479522	520.082720478	1
23	520.191178834	520.197421166	1
23	521.077673515	521.083926485	1
23	522.081767491	522.088032509	1
23	522.088167452	522.094432548	1
23	523.088761449	523.095038551	1
23	523.09516141	523.10143859	1
23	523.101561372	523.107838628	1
23	523.108061333	523.114338667	1
23	523.114461294	523.120738706	1
23	523.120861256	523.127138744	1
23	523.127261218	523.133538782	1
23	523.133761179	523.140038821	1
23	523.14016114	523.14643886	1
23	523.146561102	523.152838898	1
23	523.152961063	523.159238937	1
23	523.159461024	523.165738976	1
23	523.165860986	523.172139014	1
23	523.172260948	523.178539052	1
23	536.095683407	536.102116593	1
23	536.102383366	536.108816634	1
23	536.109083326	536.115516674	1
23	536.115683287	536.122116713	1
23	536.122383246	536.128816754	1
23	536.129083206	536.135516794	1
23	536.135683167	536.142116833	1
23	536.142383126	536.148816874	1
23	536.149083086	536.155516914	1
23	536.155683047	536.162116953	1
23	536.162383006	536.168816994	1
23	536.169082966	536.175517034	1
23	536.175682927	536.182117073	1
23	536.182382886	536.188817114	1
23	536.189082846	536.195517154	1
23	536.195682807	536.202117193	1
23	536.202382766	536.208817234	1
23	536.209082726	536.215517274	1
23	536.215682687	536.222117313	1
23	536.222382646	536.228817354	1
23	536.229082606	536.235517394	1
23	537.0967774	537.1032226	1
23	538.187770854	538.194229146	1
23	538.201170774	538.207629226	1
23	538.207870733	538.214329267	1
23	538.214570693	538.221029307	1
23	539.100565377	539.107034623	1
23	539.107265337	539.113734663	1
23	539.201364772	539.207835228	1
23	539.208064732	539.214535268	1
23	540.11005932	540.11654068	1
23	540.11675928	540.12324072	1
23	540.123559239	540.130040761	1
23	540.130259199	540.136740801	1
23	540.136959159	540.143440841	1
23	540.143759118	540.150240882	1
23	540.150459078	540.156940922	1
23	540.157159038	540.163640962	1
23	540.163958997	540.170441003	1
23	540.170658957	540.177141043	1
23	540.177458916	540.183941084	1
23	540.184158876	540.190641124	1
23	540.190958835	540.197441165	1
23	550.168598969	550.175201031	1
23	550.175498927	550.182101073	1
23	550.182398886	550.189001114	1
23	550.189298844	550.195901156	1
23	550.196298802	550.202901198	1
23	550.203198761	550.209801239	1
23	550.21009872	550.21670128	1
23	550.217098678	550.223701322	1
23	550.223998636	550.230601364	1
23	550.230898595	550.237501405	1
23	550.237898553	550.244501447	1
23	550.244798511	550.251401489	1
23	550.25169847	550.25830153	1
23	551.167592975	551.174207025	1
23	551.174592933	551.181207067	1
23	551.181492891	551.188107109	1
23	551.188492849	551.195107151	1
23	551.195392808	551.202007192	1
23	551.202392766	551.209007234	1
23	551.209292724	551.215907276	1
23	551.216192683	551.222807317	1
23	551.223192641	551.229807359	1
23	551.2300926	551.2367074	1
23	551.237092558	551.243707442	1
23	551.243992516	551.250607484	1
23	551.250992474	551.257607526	1
23	577.070137558	577.077062442	1
23	577.077637513	577.084562487	1
23	577.085037469	577.091962531	1
23	577.092537424	577.099462576	1
23	577.09993738	577.10686262	1
23	577.107337335	577.114262665	1
23	577.11483729	577.12176271	1
23	577.122237246	577.129162754	1
23	577.129737201	577.136662799	1
23	577.137137156	577.144062844	1
23	577.144637111	577.151562889	1
23	577.152037067	577.158962933	1
23	577.159537022	577.166462978	1
23	577.166936978	577.173863022	1
23	578.076231522	578.083168478	1
23	593.085241467	593.092358533	1
23	593.092941421	593.100058579	1
23	593.100741374	593.107858626	1
23	593.108541327	593.115658673	1
23	593.116241281	593.123358719	1
23	593.124041234	593.131158766	1
23	593.131741188	593.138858812	1
23	593.139541141	593.146658859	1
23	593.147241095	593.154358905	1
23	593.155041048	593.162158952	1
23	593.162741002	593.169858998	1
23	593.170540955	593.177659045	1
23	593.178340909	593.185459091	1
23	593.186040862	593.193159138	1
23	593.193840816	593.200959184	1
23	593.201540769	593.208659231	1
23	593.209340723	593.216459277	1
23	593.217040676	593.224159324	1
23	594.086835458	594.093964542	1
23	595.083229479	595.090370521	1
23	596.089923439	596.097076561	1
23	596.183722876	596.190877124	1
23	596.191522829	596.198677171	1
23	596.199322783	596.206477217	1
23	607.149357082	607.156642918	1
23	607.157357034	607.164642966	1
23	607.165456985	607.172743015	1
23	607.173456937	607.180743063	1
23	607.181456889	607.188743111	1
23	607.189556841	607.196843159	1
23	607.197556793	607.204843207	1
23	607.205556745	607.212843255	1
23	607.213656696	607.220943304	1
23	607.221656648	607.228943352	1
23	607.2296566	607.2369434	1
23	607.237756552	607.245043448	1
23	607.245756504	607.253043496	1
23	607.253756456	607.261043544	1
23	608.194850809	608.202149191	1
23	608.219050664	608.226349336	1
23	609.154145053	609.161454947	1
23	610.107739332	610.115060668	1
23	610.115839283	610.123160717	1
23	610.123939234	610.131260766	1
23	610.132039186	610.139360814	1
23	610.140139137	610.147460863	1
23	610.148239089	610.155560911	1
23	611.104133353	611.111466647	1
23	612.111127311	612.118472689	1
23	613.112421303	613.119778697	1
23	624.173854934	624.181345066	1
23	624.182154885	624.189645115	1
23	624.190554834	624.198045166	1
23	624.198954784	624.206445216	1
23	624.207254734	624.214745266	1
23	624.215654684	624.223145316	1
23	624.224054633	624.231545367	1
23	624.232454583	624.239945417	1
23	624.240754533	624.248245467	1
23	624.249154483	624.256645517	1
23	624.257554432	624.265045568	1
23	624.265954382	624.273445618	1
23	624.274254332	624.281745668	1
23	667.100097375	667.108102625	1
23	667.10939732	667.11740268	1
23	667.118597264	667.126602736	1
23	667.127897209	667.135902791	1
23	667.137097153	667.145102847	1
23	667.146397098	667.154402902	1
23	667.155597042	667.163602958	1
23	667.164896987	667.172903013	1
23	667.174196931	667.182203069	1
23	667.183396876	667.191403124	1
23	667.19269682	667.20070318	1
23	667.201896765	667.209903235	1
23	667.211196709	667.219203291	1
23	667.220396654	667.228403346	1
23	667.229696598	667.237703402	1
23	667.238896543	667.246903457	1
23	667.248196487	667.256203513	1
