t	min m/z	max m/z	charge
7	355.031569798	355.035830202	1
7	356.035763773	356.040036227	1
7	357.033257788	357.037542212	1
7	358.035051777	358.039348223	1
7	358.997246004	359.001553996	1
7	360.000039987	360.004360013	1
7	360.99953399	361.00386601	1
7	367.104197362	367.108602638	1
7	368.087991459	368.092408541	1
7	369.090985441	369.095414559	1
7	370.094279421	370.098720579	1
7	371.028773814	371.033226186	4
7	371.047973699	371.052426301	1
7	371.278272317	371.282727683	1
7	372.051567677	372.056032323	4
7	372.051567677	372.056032323	1
7	372.286666267	372.291133733	1
7	373.055361654	373.059838346	4
7	373.055361654	373.059838346	1
7	374.05935563	374.06384437	1
7	375.125849231	375.130350769	1
7	381.054213661	381.058786339	1
7	382.050607683	382.055192317	1
7	383.163601005	383.168198995	1
7	383.836996964	383.841603036	3
7	384.168294976	384.172905024	1
7	385.120089266	385.124710734	1
7	391.175652932	391.180347068	1
7	391.250452483	391.255147517	1
7	392.257946438	392.262653562	1
7	393.051641676	393.056358324	4
7	393.060041626	393.064758374	1
7	393.265040396	393.269759604	1
7	394.061735615	394.066464385	4
7	396.051523677	396.056276323	1
7	399.308704133	399.313495867	1
7	402.194586818	402.199413182	1
7	409.076245528	409.081154472	1
7	413.230020605	413.234979395	1
7	419.280384303	419.285415697	1
7	420.28247829	420.28752171	1
7	421.301972173	421.307027827	2
7	421.292672229	421.297727771	1
7	421.803869162	421.808930838	2
7	428.848726892	428.853873108	4
7	429.039525747	429.044674253	1
7	430.043219725	430.048380275	1
7	430.84401492	430.84918508	4
7	431.040913739	431.046086261	1
7	432.046807704	432.051992296	1
7	432.843502923	432.848697077	4
7	432.843502923	432.848697077	2
7	433.051501675	433.056698325	4
7	445.057529639	445.062870361	1
7	445.895524611	445.900875389	4
7	446.062423609	446.067776391	1
7	447.065517591	447.070882409	4
7	447.065517591	447.070882409	1
7	448.067011582	448.072388418	1
7	449.071905552	449.077294448	1
7	459.134645176	459.140154824	1
7	460.139839144	460.145360856	1
7	461.137733157	461.143266843	1
7	462.090927438	462.096472562	1
7	463.095221412	463.100778588	1
7	464.091815432	464.097384568	1
7	465.0972094	465.1027906	1
7	466.10050338	466.10609662	1
7	467.058197634	467.063802366	1
7	467.801593174	467.807206826	3
7	467.812393109	467.818006891	4
7	468.073291543	468.078908457	3
7	468.062391609	468.068008391	1
7	468.405089553	468.410710447	2
7	468.906286545	468.911913455	4
7	476.158043035	476.163756965	1
7	503.052181669	503.058218331	1
7	503.058281632	503.064318368	1
7	503.064381596	503.070418404	1
7	503.076481523	503.082518477	1
7	503.08858145	503.09461855	1
7	503.100681378	503.106718622	1
7	503.106781341	503.112818659	1
7	503.118881269	503.124918731	1
7	503.130981196	503.137018804	1
7	503.137081159	503.143118841	1
7	503.149181087	503.155218913	1
7	504.053275662	504.059324338	1
7	505.051169675	505.057230325	1
7	505.057269638	505.063330362	1
7	505.063369602	505.069430398	1
7	505.069469565	505.075530435	1
7	505.075569528	505.081630472	1
7	505.087669456	505.093730544	1
7	505.093769419	505.099830581	1
7	505.099869383	505.105930617	1
7	505.178968908	505.185031092	1
7	505.185068871	505.191131129	1
7	505.191168835	505.197231165	1
7	506.106863341	506.112936659	1
7	506.112963304	506.119036696	1
7	506.119063267	506.125136733	1
7	506.125163231	506.131236769	1
7	506.131263194	506.137336806	1
7	506.137363158	506.143436842	1
7	506.14356312	506.14963688	1
7	506.149663084	506.155736916	1
7	506.155763047	506.161836953	1
7	506.161863011	506.167936989	1
7	506.167962974	506.174037026	1
7	506.174062937	506.180137063	1
7	507.178256912	507.184343088	1
7	507.184456875	507.190543125	1
7	519.071785551	519.078014449	1
7	519.078185512	519.084414488	1
7	519.084485474	519.090714526	1
7	519.090885436	519.097114564	1
7	519.097185398	519.103414602	1
7	519.10358536	519.10981464	1
7	519.109885322	519.116114678	1
7	519.116285284	519.122514716	1
7	519.122585246	519.128814754	1
7	519.128985207	519.135214793	1
7	519.13528517	519.14151483	1
7	519.141685131	519.147914869	1
7	519.147985093	519.154214907	1
7	519.154385055	519.160614945	1
7	519.160685017	519.166914983	1
7	519.167084979	519.173315021	1
7	519.173384941	519.179615059	1
7	519.179784903	519.186015097	1
7	519.186084865	519.192315135	1
7	519.192484826	519.198715174	1
7	519.198784789	519.205015211	1
7	520.076479522	520.082720478	1
7	520.191078835	520.197321165	1
7	521.077673515	521.083926485	1
7	521.186272864	521.192527136	1
7	522.081767491	522.088032509	1
7	522.171366953	522.177633047	1
7	522.177766915	522.184033085	1
7	523.088761449	523.095038551	1
7	523.09516141	523.10143859	1
7	523.101561372	523.107838628	1
7	523.107961333	523.114238667	1
7	523.114461294	523.120738706	1
7	523.120861256	523.127138744	1
7	523.127261218	523.133538782	1
7	523.133661179	523.139938821	1
7	523.140061141	523.146338859	1
7	523.146561102	523.152838898	1
7	523.152961063	523.159238937	1
7	523.159361025	523.165638975	1
7	523.165760987	523.172039013	1
7	533.142401126	533.148798874	1
7	533.149001087	533.155398913	1
7	533.155601047	533.161998953	1
7	533.162201008	533.168598992	1
7	533.168800968	533.175199032	1
7	533.175400928	533.181799072	1
7	533.182000889	533.188399111	1
7	533.188600849	533.194999151	1
7	533.19520081	533.20159919	1
7	533.20180077	533.20819923	1
7	533.20850073	533.21489927	1
7	533.21510069	533.22149931	1
7	533.221700651	533.228099349	1
7	536.102383366	536.108816634	1
7	536.108983327	536.115416673	1
7	536.115683287	536.122116713	1
7	536.122383246	536.128816754	1
7	536.128983207	536.135416793	1
7	536.135683167	536.142116833	1
7	536.142383126	536.148816874	1
7	536.148983087	536.155416913	1
7	536.222382646	536.228817354	1
7	537.10337736	537.10982264	1
7	538.167570975	538.174029025	1
7	538.214570693	538.221029307	1
7	539.107265337	539.113734663	1
7	539.113965297	539.120434703	1
7	539.120665257	539.127134743	1
7	539.127365216	539.133834784	1
7	539.134165176	539.140634824	1
7	539.140865135	539.147334865	1
7	539.147565095	539.154034905	1
7	539.154265055	539.160734945	1
7	539.160965015	539.167434985	1
7	539.167764974	539.174235026	1
7	539.174464934	539.180935066	1
7	539.181164894	539.187635106	1
7	539.187864853	539.194335147	1
7	539.194664813	539.201135187	1
7	539.201364772	539.207835228	1
7	539.208064732	539.214535268	1
7	550.168498969	550.175101031	1
7	550.175498927	550.182101073	1
7	550.182398886	550.189001114	1
7	550.189298844	550.195901156	1
7	550.196198803	550.202801197	1
7	550.203198761	550.209801239	1
7	550.21009872	550.21670128	1
7	550.216998678	550.223601322	1
7	550.223998636	550.230601364	1
7	550.230898595	550.237501405	1
7	550.237798553	550.244401447	1
7	550.244698512	550.251301488	1
7	550.25169847	550.25830153	1
7	577.070137558	577.077062442	1
7	577.077537514	577.084462486	1
7	577.085037469	577.091962531	1
7	577.092437425	577.099362575	1
7	577.09993738	577.10686262	1
7	577.107337335	577.114262665	1
7	577.114737291	577.121662709	1
7	577.122237246	577.129162754	1
7	577.129637201	577.136562799	1
7	577.137137156	577.144062844	1
7	577.144537112	577.151462888	1
7	577.152037067	577.158962933	1
7	577.159437023	577.166362977	1
7	577.166936978	577.173863022	1
7	577.174336933	577.181263067	1
7	578.068731567	578.075668433	1
7	579.055025649	579.061974351	1
7	579.062525604	579.069474396	1
7	579.06992556	579.07687444	1
7	593.085141468	593.092258532	1
7	593.092941421	593.100058579	1
7	593.100741374	593.107858626	1
7	593.108441328	593.115558672	1
7	593.116241281	593.123358719	1
7	593.123941235	593.131058765	1
7	593.131741188	593.138858812	1
7	593.139441142	593.146558858	1
7	593.147241095	593.154358905	1
7	593.154941049	593.162058951	1
7	593.162741002	593.169858998	1
7	593.170540955	593.177659045	1
7	593.178240909	593.185359091	1
7	593.186040862	593.193159138	1
7	593.193740816	593.200859184	1
7	593.201540769	593.208659231	1
7	593.209240723	593.216359277	1
7	593.217040676	593.224159324	1
7	594.086835458	594.093964542	1
7	595.08312948	595.09027052	1
7	596.08982344	596.09697656	1
7	596.199322783	596.206477217	1
7	596.207122736	596.214277264	1
7	607.149357082	607.156642918	1
7	607.157357034	607.164642966	1
7	607.165356986	607.172643014	1
