t	min m/z	max m/z	charge
45	355.029439596	355.037960404	1
45	356.033627545	356.042172455	1
45	357.027515618	357.036084382	1
45	358.032903554	358.041496446	1
45	358.116602549	358.125197451	1
45	358.156602069	358.165197931	1
45	358.995092007	359.003707993	1
45	359.16318999	359.17181001	1
45	359.997879974	360.006520026	1
45	360.99736798	361.00603202	1
45	362.145454202	362.154145798	1
45	366.099506753	366.108293247	1
45	367.105794678	367.114605322	1
45	368.081982963	368.090817037	1
45	369.088770882	369.097629118	1
45	370.095958795	370.104841205	1
45	371.045747398	371.054652602	4
45	371.045747398	371.054652602	1
45	371.276144633	371.285055367	1
45	372.053235308	372.062164692	4
45	372.053235308	372.062164692	1
45	373.053123309	373.062076691	1
45	374.053211308	374.062188692	1
45	375.057299258	375.066300742	1
45	381.04792737	381.05707263	1
45	382.048315365	382.057484635	1
45	383.157302057	383.166497943	1
45	383.826594026	383.835805974	3
45	384.161890002	384.171109998	1
45	385.117778531	385.127021469	1
45	388.15454209	388.16385791	1
45	389.112930589	389.122269411	1
45	390.157618052	390.166981948	1
45	391.169205913	391.178594087	1
45	392.251392927	392.260807073	1
45	393.049283352	393.058716648	4
45	393.25858084	393.26801916	1
45	396.049147353	396.058652647	1
45	399.306308267	399.315891733	1
45	400.314996162	400.324603838	1
45	402.187873688	402.197526312	1
45	403.198761557	403.208438443	1
45	404.108750637	404.118449363	1
45	408.067303134	408.077096866	1
45	409.073891054	409.083708946	1
45	413.22754121	413.23745879	1
45	415.001119927	415.011080073	1
45	419.27326866	419.28333134	1
45	420.27995658	420.29004342	1
45	421.290144458	421.300255542	2
45	421.290144458	421.300255542	1
45	421.79663838	421.80676162	2
45	424.042711426	424.052888574	1
45	428.846153784	428.856446216	4
45	429.032251551	429.042548449	1
45	430.040739449	430.051060551	1
45	430.841429841	430.851770159	4
45	431.038327478	431.048672522	1
45	432.049115348	432.059484652	1
45	432.840905847	432.851294153	4
45	445.054859278	445.065540722	1
45	445.892849222	445.903550778	4
45	446.059747219	446.070452781	1
45	447.06293518	447.07366482	4
45	447.06293518	447.07366482	1
45	447.89132524	447.90207476	4
45	448.064323164	448.075076836	1
45	449.064111166	449.074888834	1
45	459.131890351	459.142909649	1
45	460.131778352	460.142821648	1
45	461.134966314	461.146033686	1
45	462.082854939	462.093945061	1
45	463.087042889	463.098157111	1
45	464.089030865	464.100169135	1
45	465.0944188	465.1055812	1
45	466.092306825	466.103493175	1
45	467.055395268	467.066604732	1
45	467.804186282	467.815413718	4
45	467.798786347	467.810013653	3
45	468.059583218	468.070816782	1
45	476.149586136	476.161013864	1
45	489.011531791	489.023268209	4
45	489.185729701	489.197470299	1
45	503.049263336	503.061336664	1
45	504.056251252	504.068348748	1
45	505.042039423	505.054160577	1
45	506.042727414	506.054872586	1
45	519.062371177	519.074828823	1
45	520.066959122	520.079440878	1
45	521.07454703	521.08705297	1
45	522.078634981	522.091165019	1
45	523.085622897	523.098177103	1
45	535.140778234	535.153621766	1
45	536.085866892	536.098733108	1
45	537.0935548	537.1064452	1
45	538.097342754	538.110257246	1
45	539.104030674	539.116969326	1
45	540.106718642	540.119681358	1
45	550.158298021	550.171501979	1
45	577.066675117	577.080524883	1
45	578.065263134	578.079136866	1
45	579.059051208	579.072948792	1
45	593.081682934	593.095917066	1
45	594.083270915	594.097529085	1
45	595.079658958	595.093941042	1
45	596.086346878	596.100653122	1
45	609.150490106	609.165109894	1
45	610.104078663	610.118721337	1
45	611.108566609	611.123233391	1
45	612.107454622	612.122145378	1
45	613.108742607	613.123457393	1
45	624.17000987	624.18499013	1
45	642.969884269	642.985315731	4
45	642.891085214	642.906514786	3
45	667.086894861	667.102905139	1
45	668.096282748	668.112317252	1
45	669.098770718	669.114829282	1
45	684.112090556	684.128509444	1
45	685.121978438	685.138421562	1
45	686.124366409	686.140833591	1
45	687.129054352	687.145545648	1
45	698.18832164	698.20507836	1
45	741.106706613	741.124493387	1
45	742.245392948	742.263207052	2
45	742.104294642	742.122105358	1
45	742.766786692	742.784613308	3
45	742.745086952	742.762913048	2
45	743.114682517	743.132517483	1
45	758.129802333	758.147997667	1
45	759.139490217	759.157709783	1
45	815.117318475	815.136881525	1
45	816.130406318	816.149993682	1
45	817.12019444	817.13980556	1
45	868.644676139	868.665523861	4
45	868.644676139	868.665523861	3
45	868.644676139	868.665523861	2
45	887.757846778	887.779153222	4
46	355.029439596	355.037960404	1
46	356.033527546	356.042072454	1
46	357.027515618	357.036084382	1
46	358.032903554	358.041496446	1
46	358.116602549	358.125197451	1
46	358.153002112	358.161597888	1
46	358.995092007	359.003707993	1
46	359.159490034	359.168109966	1
46	359.997779975	360.006420025	1
46	360.99736798	361.00603202	1
46	362.075055047	362.083744953	1
46	362.149054159	362.157745841	1
46	368.081982963	368.090817037	1
46	369.088770882	369.097629118	1
46	370.092058842	370.100941158	1
46	371.049547352	371.058452648	4
46	371.049547352	371.058452648	1
46	371.276044634	371.284955366	1
46	372.053135309	372.062064691	4
46	372.053135309	372.062064691	1
46	373.053123309	373.062076691	1
46	373.149822148	373.158777852	1
46	374.057111261	374.066088739	1
46	375.057299258	375.066300742	1
46	381.04792737	381.05707263	1
46	382.052315317	382.061484683	1
46	383.157302057	383.166497943	1
46	383.826594026	383.835805974	3
46	384.165989953	384.175210047	3
46	384.161890002	384.171109998	1
46	385.121778483	385.131021517	1
46	388.15454209	388.16385791	1
46	389.112930589	389.122269411	1
46	390.116218549	390.125581451	1
46	391.169205913	391.178594087	1
46	392.247192977	392.256607023	1
46	393.049283352	393.058716648	4
46	393.258480842	393.267919158	1
46	395.119858505	395.129341495	1
46	396.049147353	396.058652647	1
46	396.964736366	396.974263634	1
46	399.306308267	399.315891733	1
46	400.310696214	400.320303786	1
46	402.192173636	402.201826364	1
46	404.113150584	404.122849416	1
46	409.073791056	409.083608944	1
46	413.22754121	413.23745879	1
46	414.996519982	415.006480018	1
46	419.27326866	419.28333134	1
46	420.279856581	420.289943419	1
46	421.290144458	421.300255542	2
46	421.290144458	421.300255542	1
46	421.79663838	421.80676162	2
46	424.042711426	424.052888574	1
46	428.846153784	428.856446216	4
46	429.032151552	429.042448448	1
46	430.04063945	430.05096055	1
46	430.217937323	430.228262677	1
46	430.841429841	430.851770159	4
46	430.889429265	430.899770735	3
46	430.851029726	430.861370274	1
46	431.038327478	431.048672522	4
46	431.038327478	431.048672522	1
46	431.856317662	431.866682338	4
46	431.856317662	431.866682338	1
46	432.044215407	432.054584593	1
46	432.840905847	432.851294153	4
46	432.845705789	432.856094211	1
46	433.853193699	433.863606301	1
46	439.803822291	439.814377709	1
46	440.756110863	440.766689137	2
46	440.810710208	440.821289792	2
46	445.054859278	445.065540722	1
46	445.892849222	445.903550778	4
46	446.059747219	446.070452781	1
46	447.057835242	447.068564758	4
46	447.057835242	447.068564758	1
46	448.064323164	448.075076836	1
46	449.064111166	449.074888834	1
46	455.14373821	455.15466179	1
46	459.131890351	459.142909649	1
46	460.131778352	460.142821648	1
46	461.134966314	461.146033686	1
46	462.08275494	462.09384506	1
46	463.087042889	463.098157111	1
46	464.089030865	464.100169135	1
46	465.0944188	465.1055812	1
46	466.09770676	466.10889324	1
46	467.055395268	467.066604732	1
46	468.059583218	468.070816782	1
46	471.954736475	471.966063525	4
46	476.149586136	476.161013864	1
46	488.199641534	488.211358466	1
46	489.011531791	489.023268209	4
46	489.185729701	489.197470299	1
46	503.049163338	503.061236662	1
46	504.056251252	504.068348748	1
46	505.042039423	505.054160577	1
46	506.042627416	506.054772584	1
46	519.062371177	519.074828823	1
46	520.066959122	520.079440878	1
46	521.07454703	521.08705297	1
46	522.072135059	522.084664941	1
46	523.085522898	523.098077102	1
46	536.085766894	536.098633106	1
46	537.093454801	537.106345199	1
46	538.097342754	538.110257246	1
46	539.104030674	539.116969326	1
46	540.106718642	540.119681358	1
46	550.158298021	550.171501979	1
46	577.066675117	577.080524883	1
46	578.065263134	578.079136866	1
46	579.058951209	579.072848791	1
46	593.081582936	593.095817064	1
46	594.083270915	594.097529085	1
46	595.07955896	595.09384104	1
46	596.086246879	596.100553121	1
46	607.145714164	607.160285836	1
46	608.150902102	608.165497898	1
46	609.150490106	609.165109894	1
46	610.104078663	610.118721337	1
46	611.108566609	611.123233391	1
46	612.107454622	612.122145378	1
46	613.108742607	613.123457393	1
46	624.17000987	624.18499013	1
46	642.969884269	642.985315731	4
46	642.88228532	642.89771468	3
46	667.086794862	667.102805138	1
46	668.096282748	668.112317252	1
46	669.08947083	669.10552917	1
46	684.112090556	684.128509444	1
46	685.112278554	685.128721446	1
46	686.124366409	686.140833591	1
46	687.128954354	687.145445646	1
46	741.106706613	741.124493387	1
46	742.104194643	742.122005357	1
46	743.114682517	743.132517483	1
46	758.129802333	758.147997667	1
46	759.128190352	759.146409648	1
46	815.117318475	815.136881525	1
46	816.117806469	816.137393531	1
46	832.147314112	832.167285888	1
46	833.140502194	833.160497806	1
46	868.479678119	868.500521881	4
46	868.479678119	868.500521881	2
46	887.516449675	887.537750325	4
46	887.658447971	887.679752029	3
46	887.516449675	887.537750325	2
46	887.757846778	887.779153222	4
47	355.025839639	355.034360361	1
47	356.02992759	356.03847241	1
47	357.027515618	357.036084382	1
47	358.032903554	358.041496446	1
47	358.995092007	359.003707993	1
47	359.997879974	360.006520026	1
47	360.99736798	361.00603202	1
47	362.078855002	362.087544998	1
47	367.105794678	367.114605322	1
47	368.081982963	368.090817037	1
47	369.088770882	369.097629118	1
47	370.092058842	370.100941158	1
47	371.041947443	371.050852557	4
47	371.045747398	371.054652602	1
47	371.276044634	371.284955366	1
47	372.053135309	372.062064691	4
47	372.053135309	372.062064691	1
47	373.053123309	373.062076691	1
47	373.153722102	373.162677898	1
47	374.057111261	374.066088739	1
47	375.057299258	375.066300742	1
47	381.051927322	381.061072678	1
47	382.048315365	382.057484635	1
47	383.157302057	383.166497943	1
47	383.826594026	383.835805974	3
47	384.161890002	384.171109998	3
47	384.161890002	384.171109998	1
47	385.121778483	385.131021517	1
47	388.15454209	388.16385791	1
47	389.112930589	389.122269411	1
47	390.116318548	390.125681452	1
47	391.173305864	391.182694136	1
47	392.251392927	392.260807073	1
47	393.049283352	393.058716648	4
47	393.049283352	393.058716648	1
47	393.25858084	393.26801916	1
47	394.050971332	394.060428668	4
47	396.049147353	396.058652647	1
47	396.960536416	396.970063584	1
47	399.306308267	399.315891733	1
47	400.310696214	400.320303786	1
47	402.192173636	402.201826364	1
47	409.073791056	409.083608944	1
47	413.22754121	413.23745879	1
47	419.277868605	419.287931395	1
47	420.284556525	420.294643475	1
47	421.290144458	421.300255542	2
47	421.294844401	421.304955599	1
47	421.79663838	421.80676162	2
47	428.846153784	428.856446216	4
47	429.032151552	429.042448448	1
47	430.04063945	430.05096055	1
47	430.841429841	430.851770159	4
47	430.884629322	430.894970678	3
47	430.851029726	430.861370274	1
47	431.038327478	431.048672522	4
47	431.038327478	431.048672522	1
47	431.856317662	431.866682338	4
47	431.856317662	431.866682338	1
47	432.049115348	432.059484652	1
47	432.840905847	432.851294153	4
47	432.840905847	432.851294153	2
47	432.845705789	432.856094211	1
47	433.053703293	433.064096707	4
47	433.34899975	433.35940025	2
47	433.853193699	433.863606301	1
47	439.803822291	439.814377709	1
47	440.756110863	440.766689137	2
47	440.805810267	440.816389733	2
47	445.054859278	445.065540722	1
47	445.887749283	445.898450717	4
47	446.059747219	446.070452781	1
47	447.062835182	447.073564818	4
47	447.062835182	447.073564818	1
47	448.064323164	448.075076836	1
47	449.064111166	449.074888834	1
47	455.14373821	455.15466179	1
47	459.126590415	459.137609585	1
47	460.131778352	460.142821648	1
47	461.134966314	461.146033686	1
47	462.082854939	462.093945061	1
47	463.087042889	463.098157111	1
47	464.089030865	464.100169135	1
47	465.0944188	465.1055812	1
47	466.09770676	466.10889324	1
47	467.055395268	467.066604732	1
47	468.059583218	468.070816782	1
47	476.155186069	476.166613931	1
47	488.199641534	488.211358466	1
47	489.011531791	489.023268209	4
47	489.185729701	489.197470299	1
47	503.049163338	503.061236662	1
47	504.056251252	504.068348748	1
47	505.035939496	505.048060504	1
47	506.042627416	506.054772584	1
47	515.996607966	516.008992034	4
47	516.229505172	516.241894828	1
47	519.062371177	519.074828823	1
47	520.066959122	520.079440878	1
47	521.07454703	521.08705297	1
47	522.072235058	522.084764942	1
47	536.085866892	536.098733108	1
47	537.0935548	537.1064452	1
47	538.097342754	538.110257246	1
47	539.104030674	539.116969326	1
47	540.106718642	540.119681358	1
47	550.158298021	550.171501979	1
47	577.066675117	577.080524883	1
47	578.072763044	578.086636956	1
47	579.051551298	579.065448702	1
47	593.081582936	593.095817064	1
47	594.083270915	594.097529085	1
47	595.07955896	595.09384104	1
