t	min m/z	max m/z	charge
24	355.031569798	355.035830202	1
24	356.035763773	356.040036227	1
24	357.033257788	357.037542212	1
24	358.035051777	358.039348223	1
24	358.997246004	359.001553996	1
24	360.000039987	360.004360013	1
24	360.99953399	361.00386601	1
24	367.104197362	367.108602638	1
24	368.087991459	368.092408541	1
24	369.090985441	369.095414559	1
24	370.094279421	370.098720579	1
24	371.024973837	371.029426163	4
24	371.051773676	371.056226324	1
24	371.278272317	371.282727683	1
24	372.055367654	372.059832346	4
24	372.055367654	372.059832346	1
24	372.290566243	372.295033757	1
24	373.055361654	373.059838346	4
24	373.055361654	373.059838346	1
24	374.05935563	374.06384437	1
24	381.050213685	381.054786315	1
24	382.054607659	382.059192341	1
24	383.159601029	383.164198971	1
24	383.828897013	383.833502987	3
24	383.832896989	383.837503011	1
24	384.164195001	384.168804999	3
24	384.164195001	384.168804999	1
24	384.499992986	384.504607014	3
24	384.864590799	384.869209201	4
24	384.836190969	384.840809031	3
24	385.124089242	385.128710758	1
24	388.156871045	388.161528955	1
24	391.179852907	391.184547093	1
24	391.246352508	391.251047492	1
24	392.253746463	392.258453537	1
24	393.051641676	393.056358324	4
24	393.051641676	393.056358324	1
24	393.265040396	393.269759604	1
24	394.053335666	394.058064334	4
24	396.047323702	396.052076298	1
24	399.308704133	399.313495867	1
24	400.317398081	400.322201919	1
24	400.984794077	400.989605923	3
24	402.198886792	402.203713208	1
24	404.115575292	404.120424708	1
24	408.069751567	408.074648433	1
24	409.071845554	409.076754446	1
24	413.234520578	413.239479422	1
24	414.999009991	415.003990009	1
24	419.280384303	419.285415697	1
24	420.28247829	420.28752171	1
24	421.292672229	421.297727771	1
24	428.848726892	428.853873108	4
24	429.039525747	429.044674253	1
24	430.043219725	430.048380275	1
24	430.84401492	430.84918508	4
24	430.853614863	430.858785137	1
24	431.040913739	431.046086261	1
24	431.858908831	431.864091169	4
24	431.858908831	431.864091169	1
24	432.046807704	432.051992296	1
24	432.843502923	432.848697077	4
24	432.843502923	432.848697077	2
24	432.853202865	432.858397135	1
24	433.051501675	433.056698325	4
24	433.351599875	433.356800125	2
24	433.85579685	433.86100315	1
24	440.748855491	440.754144509	2
24	445.057529639	445.062870361	1
24	445.895524611	445.900875389	4
24	446.062423609	446.067776391	1
24	447.065517591	447.070882409	4
24	447.065517591	447.070882409	1
24	448.067011582	448.072388418	1
24	449.077005522	449.082394478	1
24	454.19397482	454.19942518	1
24	455.156869042	455.162330958	1
24	459.139945144	459.145454856	1
24	462.090927438	462.096472562	1
24	463.095221412	463.100778588	1
24	464.091815432	464.097384568	1
24	465.0972094	465.1027906	1
24	466.10050338	466.10609662	1
24	467.058197634	467.063802366	1
24	468.062391609	468.068008391	1
24	476.158043035	476.163756965	1
24	503.052181669	503.058218331	1
24	503.058281632	503.064318368	1
24	503.064381596	503.070418404	1
24	503.076481523	503.082518477	1
24	503.08858145	503.09461855	1
24	503.100681378	503.106718622	1
24	503.106781341	503.112818659	1
24	503.118881269	503.124918731	1
24	503.130981196	503.137018804	1
24	503.137081159	503.143118841	1
24	503.149181087	503.155218913	1
24	504.053275662	504.059324338	1
24	504.144375116	504.150424884	1
24	504.150475079	504.156524921	1
24	504.156575042	504.162624958	1
24	505.045069711	505.051130289	1
24	505.051169675	505.057230325	1
24	505.057269638	505.063330362	1
24	505.063369602	505.069430398	1
24	505.069469565	505.075530435	1
24	505.075569528	505.081630472	1
24	505.087669456	505.093730544	1
24	505.093769419	505.099830581	1
24	505.099869383	505.105930617	1
24	505.105969346	505.112030654	1
24	505.112069309	505.118130691	1
24	505.118169273	505.124230727	1
24	505.124269236	505.130330764	1
24	505.1303692	505.1364308	1
24	505.136469163	505.142530837	1
24	515.999703983	516.005896017	4
24	516.006003945	516.012196055	4
24	516.012303908	516.018496092	4
24	516.01860387	516.02479613	4
24	516.024903832	516.031096168	4
