t	min m/z	max m/z	charge
41	355.027969819	355.032230181	1
41	356.032063795	356.036336205	4
41	356.032063795	356.036336205	1
41	357.029657809	357.033942191	1
41	358.035051777	358.039348223	1
41	358.997246004	359.001553996	1
41	359.999939987	360.004260013	1
41	360.99953399	361.00386601	1
41	362.080927501	362.085272499	1
41	368.087991459	368.092408541	1
41	369.090985441	369.095414559	1
41	370.094279421	370.098720579	1
41	371.051773676	371.056226324	4
41	371.051773676	371.056226324	1
41	371.282172294	371.286627706	1
41	372.055367654	372.059832346	4
41	372.055367654	372.059832346	1
41	372.286666267	372.291133733	1
41	373.055361654	373.059838346	4
41	373.055361654	373.059838346	1
41	374.05935563	374.06384437	1
41	375.063449606	375.067950394	1
41	381.050213685	381.054786315	1
41	382.054607659	382.059192341	1
41	382.106707346	382.111292654	1
41	383.159601029	383.164198971	1
41	383.828897013	383.833502987	3
41	384.164195001	384.168804999	3
41	384.164195001	384.168804999	1
41	385.119989266	385.124610734	1
41	386.12428324	386.12891676	1
41	387.152877069	387.157522931	1
41	388.156871045	388.161528955	1
41	391.179852907	391.184547093	1
41	391.246252508	391.250947492	1
41	392.253746463	392.258453537	1
41	393.051641676	393.056358324	4
41	393.055741651	393.060458349	1
41	393.265040396	393.269759604	1
41	394.057435641	394.062164359	4
41	394.095235414	394.099964586	1
41	395.096829405	395.101570595	1
41	396.051523677	396.056276323	1
41	399.308704133	399.313495867	1
41	402.198886792	402.203713208	1
41	403.201180778	403.206019222	1
41	409.071845554	409.076754446	1
41	413.234520578	413.239479422	1
41	414.999009991	415.003990009	1
41	416.004003961	416.008996039	1
41	419.284984275	419.290015725	1
41	420.287078262	420.292121738	1
41	421.297372201	421.302427799	2
41	421.292672229	421.297727771	1
41	421.79916919	421.80423081	2
41	428.848726892	428.853873108	4
41	429.039525747	429.044674253	1
41	430.043219725	430.048380275	1
41	430.843914921	430.849085079	4
41	430.853514863	430.858685137	1
41	431.036113768	431.041286232	1
41	431.858808832	431.863991168	4
41	431.858808832	431.863991168	1
41	432.843502923	432.848697077	2
41	439.806361146	439.811638854	1
41	440.808455133	440.813744867	2
41	445.057529639	445.062870361	1
41	445.895524611	445.900875389	4
41	446.06232361	446.06767639	1
41	447.065517591	447.070882409	4
41	447.065517591	447.070882409	1
41	448.067011582	448.072388418	1
41	449.071905552	449.077294448	1
41	459.134645176	459.140154824	1
41	462.090927438	462.096472562	1
41	463.095121413	463.100678587	1
41	464.091715433	464.097284567	1
41	465.0972094	465.1027906	1
41	466.095003413	466.100596587	1
41	467.058197634	467.063802366	1
41	468.062391609	468.068008391	1
41	489.014365896	489.020234104	4
41	489.014365896	489.020234104	1
41	489.026065826	489.031934174	1
41	503.052181669	503.058218331	1
41	503.058281632	503.064318368	1
41	503.07038156	503.07641844	1
41	503.082481487	503.088518513	1
41	503.08858145	503.09461855	1
41	503.100681378	503.106718622	1
41	503.112781305	503.118818695	1
41	503.118881269	503.124918731	1
41	503.130981196	503.137018804	1
41	503.143081123	503.149118877	1
41	503.149181087	503.155218913	1
41	504.053175663	504.059224337	1
41	505.045069711	505.051130289	1
41	505.057169639	505.063230361	1
41	505.063269602	505.069330398	1
41	505.069369566	505.075430434	1
41	505.075469529	505.081530471	1
41	505.081569492	505.087630508	1
41	505.087669456	505.093730544	1
41	505.093769419	505.099830581	1
41	505.099869383	505.105930617	1
41	505.118169273	505.124230727	1
41	505.124269236	505.130330764	1
41	505.1303692	505.1364308	1
41	505.136469163	505.142530837	1
41	505.142569126	505.148630874	1
41	505.14866909	505.15473091	1
41	505.154769053	505.160830947	1
41	505.160869017	505.166930983	1
41	505.16696898	505.17303102	1
41	505.178868909	505.184931091	1
41	505.184968872	505.191031128	1
41	506.106763341	506.112836659	1
41	506.112963304	506.119036696	1
41	519.065385589	519.071614411	1
41	519.071785551	519.078014449	1
41	519.078085513	519.084314487	1
41	519.084485474	519.090714526	1
41	519.090785437	519.097014563	1
41	519.097185398	519.103414602	1
41	519.10348536	519.10971464	1
41	519.109885322	519.116114678	1
41	519.116185284	519.122414716	1
41	519.122585246	519.128814754	1
41	519.128885208	519.135114792	1
41	519.13528517	519.14151483	1
41	519.141585132	519.147814868	1
41	519.147985093	519.154214907	1
41	519.154285056	519.160514944	1
41	519.160685017	519.166914983	1
41	519.166984979	519.173215021	1
41	519.173384941	519.179615059	1
41	519.179784903	519.186015097	1
41	519.186084865	519.192315135	1
41	519.192484826	519.198715174	1
41	520.070079561	520.076320439	1
41	520.184678873	520.190921127	1
41	520.191078835	520.197321165	1
41	521.071273554	521.077526446	1
41	521.077573516	521.083826484	1
41	522.081667491	522.087932509	1
41	522.088067453	522.094332547	1
41	522.094467414	522.100732586	1
41	522.100967375	522.107232625	1
41	522.107367337	522.113632663	1
41	522.113767299	522.120032701	1
41	522.12016726	522.12643274	1
41	522.126567222	522.132832778	1
41	522.132967183	522.139232817	1
41	522.139367145	522.145632855	1
41	522.145767107	522.152032893	1
41	522.152167068	522.158432932	1
41	522.15856703	522.16483297	1
41	522.164966991	522.171233009	1
41	522.171366953	522.177633047	1
41	522.177766915	522.184033085	1
41	533.148901087	533.155298913	1
41	533.155501048	533.161898952	1
41	533.162201008	533.168598992	1
41	533.168800968	533.175199032	1
41	533.175400928	533.181799072	1
41	533.182000889	533.188399111	1
