         NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA  4189610.11  2715859.65          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA  6012071.41  2288816.66          NA
         NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA  4273024.37  1395625.52          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA  1141467.64  1975828.98   990564.18          NA          NA          NA          NA          NA  5744910.56          NA          NA          NA
         NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA   591634.92          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA  2537768.87  1220630.37   287179.35          NA
         NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA  1222054.77          NA          NA   416680.07          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA  1137126.40          NA          NA          NA
         NA          NA          NA          NA          NA          NA          NA          NA          NA          NA  1263485.14  2083035.24          NA          NA          NA          NA          NA          NA   354942.53          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA   595874.60   619370.06          NA          NA          NA          NA   451750.95   501647.57   697039.13          NA
         NA          NA          NA          NA          NA          NA          NA          NA          NA          NA  1554576.69  3478025.78          NA  5956348.05          NA          NA          NA          NA   381394.16          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA
         NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA  6365225.34          NA          NA   411137.80          NA          NA          NA          NA   819701.57  1618604.53          NA          NA          NA          NA   844440.23          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA
         NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA  8167284.02          NA  6199739.53          NA          NA   384299.19          NA          NA          NA          NA   704774.22  1493902.91   611863.92          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA   438571.25          NA          NA          NA          NA          NA          NA          NA
         NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA 10869244.91          NA  6021506.19          NA          NA          NA          NA          NA          NA          NA   583990.95          NA  1643778.36          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA  3457325.01          NA          NA          NA          NA          NA          NA          NA
         NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA 12698705.08          NA  5138846.16          NA          NA          NA          NA          NA          NA          NA          NA          NA  3163059.43          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA  7927925.20          NA          NA          NA          NA          NA          NA          NA
         NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA 12581724.16          NA  5391296.67          NA          NA          NA          NA          NA          NA          NA          NA          NA  5796015.98          NA          NA          NA 13038635.72          NA          NA          NA          NA          NA          NA          NA  9471188.67  1034993.50          NA          NA          NA          NA          NA          NA
         NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA   499788.21          NA  8384108.80          NA          NA          NA 10748691.96          NA          NA          NA          NA          NA   614919.33          NA  4043230.20   944940.57          NA          NA          NA          NA          NA          NA
         NA          NA          NA          NA          NA          NA          NA  2521741.59          NA          NA          NA          NA          NA  5052375.43          NA          NA   493029.13          NA          NA          NA          NA   411067.36          NA 10718063.87          NA          NA          NA  7571904.86          NA          NA          NA          NA          NA          NA          NA   931846.69   959203.05          NA          NA          NA          NA          NA          NA
         NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA  4683721.39          NA          NA          NA          NA          NA          NA          NA   454520.22          NA 12265432.36          NA          NA          NA  4237861.15          NA          NA          NA  1120693.40  1470198.12   640448.00          NA          NA  1015334.39          NA          NA          NA          NA          NA          NA
         NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA   608613.53          NA 13664129.19          NA          NA          NA  1738748.33          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA
         NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA  4203837.44          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA   589176.33          NA          NA          NA  1118251.98  1581252.67   363522.88          NA          NA          NA          NA          NA          NA          NA          NA          NA
         NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA 10389224.17          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA
         NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA 17209310.64          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA
         NA          NA          NA          NA          NA          NA   133706.56          NA          NA          NA          NA   629213.70          NA          NA          NA 18869895.37          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA   364286.83          NA          NA          NA          NA          NA          NA
         NA          NA          NA          NA          NA          NA   220741.51          NA          NA          NA          NA          NA          NA          NA          NA 12075647.42          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA  1109799.04          NA          NA          NA          NA          NA          NA
         NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA  4966263.50          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA   647960.69          NA          NA          NA          NA          NA          NA
         NA          NA          NA          NA   385903.82   159863.86   515201.53          NA          NA          NA          NA          NA          NA          NA          NA  1272484.95          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA   416173.32          NA          NA          NA          NA          NA          NA
         NA          NA          NA          NA   589851.86    66853.41   925399.18          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA
         NA          NA          NA          NA   710660.41    10131.40  1308168.87          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA
         NA          NA          NA          NA   605578.22   134502.45  1267517.57          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA  3748014.69  1430211.95          NA          NA          NA  3021513.60
         NA          NA          NA          NA   866827.05          NA          NA          NA   766239.70          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA 13752698.53  4160220.75          NA          NA          NA  5852212.01
         NA          NA          NA          NA   707730.28          NA          NA          NA   501103.53          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA 17644486.54  6909583.69          NA          NA          NA  7683595.51
         NA          NA          NA          NA   515886.21    95625.63          NA   667221.13   601696.75          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA 12121376.86  3394986.55          NA          NA          NA 10739257.05
         NA          NA          NA          NA   421899.18   112982.62          NA   539093.42   620274.18          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA  7164503.90  1907133.82          NA          NA          NA  5627674.09
         NA          NA          NA          NA          NA          NA          NA   441000.78   341499.47          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA          NA  4318553.24  4087408.61          NA          NA          NA  3110595.25
