mzbin,feature,cluster,scan
469.1131666665,76,13,23
467.83695,77,13,23
468.1286166665,77,13,23
469.1131666665,77,13,23
467.83695,78,13,23
468.1286166665,78,13,23
469.1131666665,78,13,23
468.1286166665,79,13,23
469.1131666665,79,13,23
468.6965,80,13,23
469.1131666665,80,13,23
468.6965,81,13,23
469.1131666665,81,13,23
503.1067,82,14,23
504.1074,82,14,23
505.12115,82,14,23
506.12115,82,14,23
504.1074,83,14,23
505.12115,83,14,23
506.12115,83,14,23
507.12115,83,14,23
505.12115,84,14,23
506.12115,84,14,23
507.12115,84,14,23
508.14715,84,14,23
506.12115,85,14,23
507.12115,85,14,23
508.14715,85,14,23
519.1416,86,15,23
520.14075,86,15,23
521.14075,86,15,23
522.14075,86,15,23
520.14075,87,15,23
521.14075,87,15,23
522.14075,87,15,23
523.1401,87,15,23
521.14075,88,15,23
522.14075,88,15,23
523.1401,88,15,23
524.13715,88,15,23
522.14075,89,15,23
523.1401,89,15,23
524.13715,89,15,23
523.1401,90,15,23
524.13715,90,15,23
533.19185,91,16,23
534.19185,91,16,23
536.1689,91,16,23
536.1689,92,16,23
537.1689,92,16,23
538.1689,92,16,23
539.1689,92,16,23
537.1689,93,16,23
538.1689,93,16,23
539.1689,93,16,23
540.1687,93,16,23
538.1689,94,16,23
539.1689,94,16,23
540.1687,94,16,23
541.16415,94,16,23
539.1689,95,16,23
540.1687,95,16,23
541.16415,95,16,23
540.1687,96,16,23
541.16415,96,16,23
550.21685,97,17,23
551.21685,97,17,23
552.21685,97,17,23
551.21685,98,17,23
552.21685,98,17,23
577.12575,99,18,23
578.12575,99,18,23
579.13965,99,18,23
578.12575,100,18,23
579.13965,100,18,23
593.1586,101,19,23
594.15955,101,19,23
595.15855,101,19,23
596.15855,101,19,23
597.15855,101,19,23
594.15955,102,19,23
595.15855,102,19,23
596.15855,102,19,23
597.15855,102,19,23
595.15855,103,19,23
596.15855,103,19,23
597.15855,103,19,23
596.15855,104,19,23
597.15855,104,19,23
607.2092,105,20,23
608.2092,105,20,23
609.2092,105,20,23
610.1884,105,20,23
611.1866,105,20,23
608.2092,106,20,23
609.2092,106,20,23
610.1884,106,20,23
611.1866,106,20,23
612.1853,106,20,23
609.2092,107,20,23
610.1884,107,20,23
611.1866,107,20,23
612.1853,107,20,23
613.18245,107,20,23
610.1884,108,20,23
611.1866,108,20,23
612.1853,108,20,23
613.18245,108,20,23
614.18245,108,20,23
611.1866,109,20,23
612.1853,109,20,23
613.18245,109,20,23
614.18245,109,20,23
612.1853,110,20,23
613.18245,110,20,23
614.18245,110,20,23
613.18245,111,20,23
614.18245,111,20,23
624.2403,112,21,23
625.2403,112,21,23
626.2403,112,21,23
625.2403,113,21,23
626.2403,113,21,23
642.95135,114,22,23
643.2430166665,114,22,23
642.95135,115,22,23
643.2430166665,115,22,23
651.14275,116,23,23
652.14295,116,23,23
653.14295,116,23,23
652.14295,117,23,23
653.14295,117,23,23
667.17815,118,24,23
668.17815,118,24,23
669.17815,118,24,23
670.17815,118,24,23
668.17815,119,24,23
669.17815,119,24,23
670.17815,119,24,23
669.17815,120,24,23
670.17815,120,24,23
681.2282,121,25,23
682.2282,121,25,23
683.2282,121,25,23
684.20765,121,25,23
685.20765,121,25,23
682.2282,122,25,23
683.2282,122,25,23
684.20765,122,25,23
685.20765,122,25,23
686.2076,122,25,23
683.2282,123,25,23
684.20765,123,25,23
685.20765,123,25,23
686.2076,123,25,23
687.2076,123,25,23
684.20765,124,25,23
685.20765,124,25,23
686.2076,124,25,23
687.2076,124,25,23
688.20365,124,25,23
685.20765,125,25,23
686.2076,125,25,23
687.2076,125,25,23
688.20365,125,25,23
686.2076,126,25,23
687.2076,126,25,23
688.20365,126,25,23
687.2076,127,25,23
688.20365,127,25,23
698.25615,128,26,23
699.25615,128,26,23
700.25615,128,26,23
699.25615,129,26,23
700.25615,129,26,23
741.19685,130,27,23
742.19565,130,27,23
743.1954,130,27,23
744.1954,130,27,23
742.19565,131,27,23
743.1954,131,27,23
744.1954,131,27,23
743.1954,132,27,23
744.1954,132,27,23
758.22295,133,28,23
759.22215,133,28,23
760.22215,133,28,23
761.22215,133,28,23
759.22215,134,28,23
760.22215,134,28,23
761.22215,134,28,23
760.22215,135,28,23
761.22215,135,28,23
815.2146,136,29,23
816.215,136,29,23
817.215,136,29,23
818.215,136,29,23
816.215,137,29,23
817.215,137,29,23
818.215,137,29,23
817.215,138,29,23
818.215,138,29,23
817.215,139,29,23
818.215,139,29,23
818.215,140,29,23
832.24105,141,30,23
833.24105,141,30,23
834.24105,141,30,23
835.24105,141,30,23
833.24105,142,30,23
834.24105,142,30,23
835.24105,142,30,23
834.24105,143,30,23
835.24105,143,30,23
355.0678,1,1,24
356.0678,1,1,24
357.0678,1,1,24
358.09735,1,1,24
356.0678,2,1,24
357.0678,2,1,24
358.09735,2,1,24
359.0838,2,1,24
357.0678,3,1,24
358.09735,3,1,24
359.0838,3,1,24
360.104,3,1,24
358.09735,4,1,24
359.0838,4,1,24
360.104,4,1,24
361.0838,4,1,24
359.0838,5,1,24
360.104,5,1,24
361.0838,5,1,24
362.0615,5,1,24
360.104,6,1,24
361.0838,6,1,24
362.0615,6,1,24
363.06205,6,1,24
361.0838,7,1,24
362.0615,7,1,24
363.06205,7,1,24
362.0615,8,1,24
363.06205,8,1,24
366.11145,9,2,24
367.1354,9,2,24
368.1247,9,2,24
369.1247,9,2,24
367.1354,10,2,24
368.1247,10,2,24
369.1247,10,2,24
370.1247,10,2,24
368.1247,11,2,24
369.1247,11,2,24
370.1247,11,2,24
371.10975,11,2,24
369.1247,12,2,24
370.1247,12,2,24
371.10975,12,2,24
372.10975,12,2,24
370.1247,13,2,24
371.10975,13,2,24
372.10975,13,2,24
373.10975,13,2,24
371.10975,14,2,24
371.60975,14,2,24
372.10975,14,2,24
372.58485,14,2,24
371.10975,15,2,24
372.10975,15,2,24
373.10975,15,2,24
374.11245,15,2,24
371.60975,16,2,24
372.58485,16,2,24
373.33845,16,2,24
372.10975,17,2,24
372.58485,17,2,24
373.10975,17,2,24
373.33845,17,2,24
372.10975,18,2,24
373.10975,18,2,24
374.11245,18,2,24
375.12765,18,2,24
372.58485,19,2,24
373.33845,19,2,24
373.10975,20,2,24
373.33845,20,2,24
374.11245,20,2,24
373.10975,21,2,24
374.11245,21,2,24
375.12765,21,2,24
376.12765,21,2,24
374.11245,22,2,24
375.12765,22,2,24
376.12765,22,2,24
375.12765,23,2,24
376.12765,23,2,24
381.0845,24,3,24
382.0845,24,3,24
383.11125,24,3,24
384.1428666665,24,3,24
382.0845,25,3,24
383.11125,25,3,24
384.1428666665,25,3,24
385.1430666665,25,3,24
383.11125,26,3,24
384.1428666665,26,3,24
385.1430666665,26,3,24
386.1422,26,3,24
383.86355,27,3,24
384.1428666665,27,3,24
384.530216667,27,3,24
385.1430666665,27,3,24
383.86355,28,3,24
384.1428666665,29,3,24
384.530216667,29,3,24
385.1430666665,29,3,24
384.1428666665,30,3,24
385.1430666665,30,3,24
386.1422,30,3,24
384.530216667,31,3,24
385.1430666665,31,3,24
386.1422,31,3,24
385.1430666665,32,3,24
386.1422,32,3,24
385.1430666665,33,3,24
386.1422,33,3,24
388.16955,33,3,24
388.16955,34,4,24
389.1692,34,4,24
390.1692,34,4,24
391.22055,34,4,24
389.1692,35,4,24
390.1692,35,4,24
391.22055,35,4,24
392.22055,35,4,24
391.22055,36,4,24
392.22055,36,4,24
393.2683,36,4,24
394.2683,36,4,24
392.22055,37,4,24
393.2683,37,4,24
394.2683,37,4,24
393.0854,38,4,24
393.2683,38,4,24
394.0854,38,4,24
394.2683,38,4,24
393.0854,39,4,24
394.0854,39,4,24
395.10405,39,4,24
396.1019,39,4,24
393.2683,40,4,24
394.2683,40,4,24
394.0854,41,4,24
394.2683,41,4,24
395.10405,41,4,24
394.0854,42,4,24
395.10405,42,4,24
396.1019,42,4,24
397.1019,42,4,24
395.10405,43,4,24
396.1019,43,4,24
397.1019,43,4,24
396.1019,44,4,24
397.1019,44,4,24
399.34115,45,5,24
400.3413,45,5,24
401.3413,45,5,24
400.3413,46,5,24
401.3413,46,5,24
402.19485,47,6,24
403.2019,47,6,24
404.1748,47,6,24
405.1748,47,6,24
404.1748,48,6,24
405.1748,48,6,24
409.1121,49,7,24
410.1121,49,7,24
413.26635,50,8,24
414.26635,50,8,24
415.03565,51,9,24
416.03565,51,9,24
419.3152,52,10,24
420.31635,52,10,24
421.3216,52,10,24
422.3216,52,10,24
420.31635,53,10,24
421.3216,53,10,24
422.3216,53,10,24
421.3216,54,10,24
422.3216,54,10,24
428.88955,55,11,24
429.10515,55,11,24
430.10515,55,11,24
429.10515,56,11,24
430.10515,56,11,24
431.11985,56,11,24
432.11985,56,11,24
430.10515,57,11,24
431.11985,57,11,24
432.11985,57,11,24
433.1092,57,11,24
430.90185,58,11,24
431.11985,58,11,24
431.90185,58,11,24
432.11985,58,11,24
430.90185,59,11,24
431.90185,59,11,24
432.9016,59,11,24
431.11985,60,11,24
432.11985,60,11,24
433.1092,60,11,24
431.90185,61,11,24
432.11985,61,11,24
432.9016,61,11,24
433.1092,61,11,24
431.90185,62,11,24
432.9016,62,11,24
434.88715,62,11,24
432.11985,63,11,24
433.1092,63,11,24
432.9016,64,11,24
433.1092,64,11,24
440.7217,65,12,24
441.2526,65,12,24
445.1207,66,13,24
446.1396,66,13,24
447.1396,66,13,24
448.1207,66,13,24
445.9336,67,13,24
446.1396,67,13,24
447.1396,67,13,24
447.39365,67,13,24
446.1396,68,13,24
447.1396,68,13,24
448.1207,68,13,24
449.12075,68,13,24
447.1396,69,13,24
447.39365,69,13,24
448.1207,69,13,24
447.1396,70,13,24
448.1207,70,13,24
449.12075,70,13,24
450.11905,70,13,24
448.1207,71,13,24
449.12075,71,13,24
450.11905,71,13,24
449.12075,72,13,24
450.11905,72,13,24
455.19095,73,14,24
456.19095,73,14,24
459.17175,74,15,24
460.17175,74,15,24
462.14725,74,15,24
462.14725,75,15,24
463.14705,75,15,24
464.14705,75,15,24
465.14705,75,15,24
463.14705,76,15,24
464.14705,76,15,24
465.14705,76,15,24
466.14435,76,15,24
464.14705,77,15,24
465.14705,77,15,24
466.14435,77,15,24
467.1263,77,15,24
465.14705,78,15,24
466.14435,78,15,24
467.1263,78,15,24
468.1286666665,78,15,24
466.14435,79,15,24
467.1263,79,15,24
468.1286666665,79,15,24
469.2226833335,79,15,24
467.1263,80,15,24
468.1286666665,80,15,24
469.2226833335,80,15,24
467.837,81,15,24
468.1286666665,81,15,24
469.2226833335,81,15,24
467.837,82,15,24
468.1286666665,82,15,24
469.2226833335,82,15,24
468.1286666665,83,15,24
469.2226833335,83,15,24
468.69655,84,15,24
469.2226833335,84,15,24
469.2226833335,85,15,24
469.2226833335,86,15,24
503.1068,87,16,24
504.10745,87,16,24
505.12115,87,16,24
506.12115,87,16,24
504.10745,88,16,24
505.12115,88,16,24
506.12115,88,16,24
507.12115,88,16,24
505.12115,89,16,24
506.12115,89,16,24
507.12115,89,16,24
508.1472,89,16,24
506.12115,90,16,24
507.12115,90,16,24
508.1472,90,16,24
519.13845,91,17,24
520.13845,91,17,24
521.13845,91,17,24
522.13845,91,17,24
520.13845,92,17,24
521.13845,92,17,24
522.13845,92,17,24
523.1369,92,17,24
521.13845,93,17,24
522.13845,93,17,24
523.1369,93,17,24
524.1383,93,17,24
522.13845,94,17,24
523.1369,94,17,24
524.1383,94,17,24
523.1369,95,17,24
524.1383,95,17,24
536.1623,96,18,24
537.163,96,18,24
538.163,96,18,24
539.163,96,18,24
537.163,97,18,24
538.163,97,18,24
539.163,97,18,24
540.16685,97,18,24
538.163,98,18,24
539.163,98,18,24
540.16685,98,18,24
541.16415,98,18,24
539.163,99,18,24
540.16685,99,18,24
541.16415,99,18,24
540.16685,100,18,24
541.16415,100,18,24
550.2204,101,19,24
551.2199,101,19,24
552.2199,101,19,24
551.2199,102,19,24
552.2199,102,19,24
577.1257,103,20,24
578.1257,103,20,24
579.1371,103,20,24
578.1257,104,20,24
579.1371,104,20,24
593.1586,105,21,24
594.1586,105,21,24
595.1576,105,21,24
596.1576,105,21,24
597.1576,105,21,24
594.1586,106,21,24
595.1576,106,21,24
596.1576,106,21,24
597.1576,106,21,24
595.1576,107,21,24
596.1576,107,21,24
597.1576,107,21,24
596.1576,108,21,24
597.1576,108,21,24
607.20925,109,22,24
608.20925,109,22,24
609.20925,109,22,24
610.18845,109,22,24
611.18665,109,22,24
608.20925,110,22,24
609.20925,110,22,24
610.18845,110,22,24
611.18665,110,22,24
612.1853,110,22,24
609.20925,111,22,24
610.18845,111,22,24
611.18665,111,22,24
612.1853,111,22,24
613.18245,111,22,24
610.18845,112,22,24
611.18665,112,22,24
612.1853,112,22,24
613.18245,112,22,24
614.18245,112,22,24
611.18665,113,22,24
612.1853,113,22,24
613.18245,113,22,24
614.18245,113,22,24
612.1853,114,22,24
613.18245,114,22,24
614.18245,114,22,24
613.18245,115,22,24
614.18245,115,22,24
624.2404,116,23,24
625.2404,116,23,24
667.17815,117,24,24
668.17815,117,24,24
669.17815,117,24,24
670.17815,117,24,24
671.17815,117,24,24
668.17815,118,24,24
669.17815,118,24,24
670.17815,118,24,24
671.17815,118,24,24
669.17815,119,24,24
670.17815,119,24,24
671.17815,119,24,24
670.17815,120,24,24
671.17815,120,24,24
681.22825,121,25,24
682.22825,121,25,24
684.20775,121,25,24
685.20775,121,25,24
684.20775,122,25,24
685.20775,122,25,24
686.20235,122,25,24
687.20235,122,25,24
688.20235,122,25,24
685.20775,123,25,24
686.20235,123,25,24
687.20235,123,25,24
688.20235,123,25,24
686.20235,124,25,24
687.20235,124,25,24
688.20235,124,25,24
687.20235,125,25,24
688.20235,125,25,24
741.19145,126,26,24
742.19145,126,26,24
743.19145,126,26,24
744.19145,126,26,24
745.19145,126,26,24
742.19145,127,26,24
743.19145,127,26,24
744.19145,127,26,24
745.19145,127,26,24
743.19145,128,26,24
744.19145,128,26,24
745.19145,128,26,24
744.19145,129,26,24
745.19145,129,26,24
758.223,130,27,24
759.22225,130,27,24
760.22225,130,27,24
761.22225,130,27,24
759.22225,131,27,24
760.22225,131,27,24
761.22225,131,27,24
760.22225,132,27,24
761.22225,132,27,24
815.21465,133,28,24
816.21505,133,28,24
817.21505,133,28,24
816.21505,134,28,24
817.21505,134,28,24
817.21505,135,28,24
832.2411,136,29,24
833.2411,136,29,24
834.23625,136,29,24
835.23625,136,29,24
833.2411,137,29,24
834.23625,137,29,24
835.23625,137,29,24
834.23625,138,29,24
835.23625,138,29,24
355.0696,1,1,25
356.0696,1,1,25
357.0696,1,1,25
358.09915,1,1,25
356.0696,2,1,25
357.0696,2,1,25
358.09915,2,1,25
359.082,2,1,25
357.0696,3,1,25
358.09915,3,1,25
359.082,3,1,25
360.1022,3,1,25
358.09915,4,1,25
359.082,4,1,25
360.1022,4,1,25
361.082,4,1,25
359.082,5,1,25
360.1022,5,1,25
361.082,5,1,25
362.0579,5,1,25
360.1022,6,1,25
361.082,6,1,25
362.0579,6,1,25
361.082,7,1,25
362.0579,7,1,25
367.14415,8,2,25
368.1247,8,2,25
369.1247,8,2,25
370.1247,8,2,25
368.1247,9,2,25
369.1247,9,2,25
370.1247,9,2,25
371.1097,9,2,25
369.1247,10,2,25
370.1247,10,2,25
371.1097,10,2,25
372.1097,10,2,25
370.1247,11,2,25
371.1097,11,2,25
372.1097,11,2,25
373.1097,11,2,25
371.1097,12,2,25
371.6097,12,2,25
372.1097,12,2,25
372.5848,12,2,25
371.1097,13,2,25
372.1097,13,2,25
373.1097,13,2,25
374.1097,13,2,25
371.6097,14,2,25
372.5848,14,2,25
373.3365,14,2,25
372.1097,15,2,25
372.5848,15,2,25
373.1097,15,2,25
373.3365,15,2,25
372.1097,16,2,25
373.1097,16,2,25
374.1097,16,2,25
375.10195,16,2,25
372.5848,17,2,25
373.3365,17,2,25
373.1097,18,2,25
373.3365,18,2,25
374.1097,18,2,25
373.1097,19,2,25
374.1097,19,2,25
375.10195,19,2,25
376.0963,19,2,25
374.1097,20,2,25
375.10195,20,2,25
376.0963,20,2,25
375.10195,21,2,25
376.0963,21,2,25
381.08445,22,3,25
382.08445,22,3,25
383.1112,22,3,25
384.1428166665,22,3,25
382.08445,23,3,25
383.1112,23,3,25
384.1428166665,23,3,25
385.1431666665,23,3,25
383.1112,24,3,25
384.1428166665,24,3,25
385.1431666665,24,3,25
386.1422,24,3,25
383.8635,25,3,25
384.1428166665,25,3,25
384.530166667,25,3,25
384.8635,25,3,25
385.1431666665,25,3,25
383.8635,26,3,25
384.8635,26,3,25
384.1428166665,27,3,25
384.530166667,27,3,25
384.8635,27,3,25
385.1431666665,27,3,25
384.1428166665,28,3,25
385.1431666665,28,3,25
386.1422,28,3,25
384.530166667,29,3,25
384.8635,29,3,25
385.1431666665,29,3,25
386.1422,29,3,25
384.8635,30,3,25
385.1431666665,30,3,25
386.1422,30,3,25
384.8635,31,3,25
385.1431666665,31,3,25
386.1422,31,3,25
385.1431666665,32,3,25
386.1422,32,3,25
388.16955,32,3,25
388.16955,33,4,25
389.1742,33,4,25
391.2434,33,4,25
391.2434,34,4,25
392.25075,34,4,25
393.26825,34,4,25
394.2692,34,4,25
392.25075,35,4,25
393.26825,35,4,25
394.2692,35,4,25
393.0833,36,4,25
393.26825,36,4,25
394.08425,36,4,25
394.2692,36,4,25
393.0833,37,4,25
394.08425,37,4,25
395.1188,37,4,25
396.11665,37,4,25
393.26825,38,4,25
394.2692,38,4,25
394.08425,39,4,25
394.2692,39,4,25
395.1188,39,4,25
395.1188,40,4,25
396.11665,40,4,25
397.11665,40,4,25
396.11665,41,4,25
397.11665,41,4,25
399.3433,42,5,25
400.34345,42,5,25
401.3373166665,42,5,25
400.34345,43,5,25
401.3373166665,43,5,25
400.985,44,5,25
401.3373166665,44,5,25
402.20565,45,6,25
403.2149,45,6,25
404.1726,45,6,25
405.1726,45,6,25
404.1726,46,6,25
405.1726,46,6,25
408.05455,47,7,25
409.0867,47,7,25
410.0867,47,7,25
409.0867,48,7,25
410.0867,48,7,25
413.2663,49,8,25
414.2663,49,8,25
415.03555,50,9,25
416.03555,50,9,25
419.3152,51,10,25
420.31635,51,10,25
421.3216,51,10,25
422.3216,51,10,25
420.31635,52,10,25
421.3216,52,10,25
422.3216,52,10,25
421.3216,53,10,25
422.3216,53,10,25
428.88945,54,11,25
429.10745,54,11,25
430.10745,54,11,25
429.10745,55,11,25
430.10745,55,11,25
431.12215,55,11,25
432.12215,55,11,25
430.10745,56,11,25
431.12215,56,11,25
432.12215,56,11,25
433.10915,56,11,25
430.9018,57,11,25
431.12215,57,11,25
431.9018,57,11,25
432.12215,57,11,25
430.9018,58,11,25
431.9018,58,11,25
432.90155,58,11,25
433.87895,58,11,25
431.12215,59,11,25
432.12215,59,11,25
433.10915,59,11,25
431.9018,60,11,25
432.12215,60,11,25
432.90155,60,11,25
433.10915,60,11,25
433.3622,60,11,25
431.9018,61,11,25
432.90155,61,11,25
433.87895,61,11,25
434.8622,61,11,25
432.12215,62,11,25
433.10915,62,11,25
432.90155,63,11,25
433.10915,63,11,25
433.3622,63,11,25
433.87895,63,11,25
432.90155,64,11,25
433.3622,64,11,25
433.87895,64,11,25
434.8622,64,11,25
432.90155,65,11,25
433.87895,65,11,25
434.8622,65,11,25
433.10915,66,11,25
433.3622,66,11,25
433.87895,66,11,25
433.3622,67,11,25
433.87895,67,11,25
434.8622,67,11,25
433.87895,68,11,25
434.8622,68,11,25
436.88725,68,11,25
440.7241,69,12,25
441.25505,69,12,25
445.1182,70,13,25
446.1371,70,13,25
447.1371,70,13,25
448.1182,70,13,25
445.9336,71,13,25
446.1371,71,13,25
447.1371,71,13,25
447.3936,71,13,25
446.1371,72,13,25
447.1371,72,13,25
448.1182,72,13,25
449.12075,72,13,25
447.1371,73,13,25
447.3936,73,13,25
448.1182,73,13,25
447.1371,74,13,25
448.1182,74,13,25
449.12075,74,13,25
450.11645,74,13,25
448.1182,75,13,25
449.12075,75,13,25
450.11645,75,13,25
449.12075,76,13,25
450.11645,76,13,25
454.22785,77,14,25
455.2041,77,14,25
456.2041,77,14,25
455.2041,78,14,25
456.2041,78,14,25
459.1744,79,15,25
460.1744,79,15,25
462.14725,79,15,25
462.14725,80,15,25
463.14705,80,15,25
464.14705,80,15,25
465.14705,80,15,25
463.14705,81,15,25
464.14705,81,15,25
465.14705,81,15,25
466.14435,81,15,25
464.14705,82,15,25
465.14705,82,15,25
466.14435,82,15,25
467.12625,82,15,25
465.14705,83,15,25
466.14435,83,15,25
467.12625,83,15,25
468.12625,83,15,25
466.14435,84,15,25
467.12625,84,15,25
468.12625,84,15,25
469.11995,84,15,25
467.12625,85,15,25
468.12625,85,15,25
469.11995,85,15,25
468.12625,86,15,25
469.11995,86,15,25
476.19995,87,16,25
477.19995,87,16,25
503.1067,88,17,25
504.1074,88,17,25
505.12115,88,17,25
506.12115,88,17,25
504.1074,89,17,25
505.12115,89,17,25
506.12115,89,17,25
505.12115,90,17,25
506.12115,90,17,25
508.1441,90,17,25
516.0437,91,18,25
516.28515,91,18,25
517.26945,91,18,25
516.28515,92,18,25
517.26945,92,18,25
519.13845,93,19,25
520.13845,93,19,25
521.13845,93,19,25
522.13845,93,19,25
520.13845,94,19,25
521.13845,94,19,25
522.13845,94,19,25
523.1369,94,19,25
521.13845,95,19,25
522.13845,95,19,25
523.1369,95,19,25
524.1371,95,19,25
522.13845,96,19,25
523.1369,96,19,25
524.1371,96,19,25
523.1369,97,19,25
524.1371,97,19,25
533.18855,98,20,25
534.18855,98,20,25
536.1656,98,20,25
536.1656,99,20,25
537.1656,99,20,25
538.1656,99,20,25
539.1656,99,20,25
537.1656,100,20,25
538.1656,100,20,25
539.1656,100,20,25
540.1635,100,20,25
538.1656,101,20,25
539.1656,101,20,25
540.1635,101,20,25
541.16415,101,20,25
539.1656,102,20,25
540.1635,102,20,25
541.16415,102,20,25
540.1635,103,20,25
541.16415,103,20,25
550.2203,104,21,25
551.2203,104,21,25
577.12195,105,22,25
578.12195,105,22,25
579.13585,105,22,25
578.12195,106,22,25
579.13585,106,22,25
593.15855,107,23,25
594.15855,107,23,25
595.15755,107,23,25
596.15755,107,23,25
597.15755,107,23,25
594.15855,108,23,25
595.15755,108,23,25
596.15755,108,23,25
597.15755,108,23,25
595.15755,109,23,25
596.15755,109,23,25
597.15755,109,23,25
596.15755,110,23,25
597.15755,110,23,25
607.2092,111,24,25
608.2092,111,24,25
610.1884,111,24,25
611.1866,111,24,25
610.1884,112,24,25
611.1866,112,24,25
612.18245,112,24,25
613.18245,112,24,25
614.18245,112,24,25
611.1866,113,24,25
612.18245,113,24,25
613.18245,113,24,25
614.18245,113,24,25
612.18245,114,24,25
613.18245,114,24,25
614.18245,114,24,25
613.18245,115,24,25
614.18245,115,24,25
624.2361,116,25,25
625.2361,116,25,25
642.95135,117,26,25
643.2430166665,117,26,25
642.95135,118,26,25
643.2430166665,118,26,25
667.1781,119,27,25
668.1781,119,27,25
669.1781,119,27,25
670.1781,119,27,25
671.1781,119,27,25
668.1781,120,27,25
669.1781,120,27,25
670.1781,120,27,25
671.1781,120,27,25
669.1781,121,27,25
670.1781,121,27,25
671.1781,121,27,25
670.1781,122,27,25
671.1781,122,27,25
681.2282,123,28,25
682.2282,123,28,25
684.20765,123,28,25
685.20765,123,28,25
684.20765,124,28,25
685.20765,124,28,25
686.20225,124,28,25
687.20225,124,28,25
688.20225,124,28,25
685.20765,125,28,25
686.20225,125,28,25
687.20225,125,28,25
688.20225,125,28,25
686.20225,126,28,25
687.20225,126,28,25
688.20225,126,28,25
687.20225,127,28,25
688.20225,127,28,25
698.25615,128,29,25
699.25615,128,29,25
741.19145,129,30,25
742.19145,129,30,25
743.19145,129,30,25
744.19145,129,30,25
745.19145,129,30,25
742.19145,130,30,25
743.19145,130,30,25
744.19145,130,30,25
745.19145,130,30,25
743.19145,131,30,25
744.19145,131,30,25
745.19145,131,30,25
744.19145,132,30,25
745.19145,132,30,25
758.21735,133,31,25
759.21735,133,31,25
760.21735,133,31,25
761.21735,133,31,25
762.21735,133,31,25
759.21735,134,31,25
760.21735,134,31,25
761.21735,134,31,25
762.21735,134,31,25
760.21735,135,31,25
761.21735,135,31,25
762.21735,135,31,25
761.21735,136,31,25
762.21735,136,31,25
815.2146,137,32,25
816.215,137,32,25
817.215,137,32,25
816.215,138,32,25
817.215,138,32,25
832.24105,139,33,25
833.2377,139,33,25
834.2352,139,33,25
835.2352,139,33,25
833.2377,140,33,25
834.2352,140,33,25
835.2352,140,33,25
834.2352,141,33,25
835.2352,141,33,25
355.0714,1,1,26
356.0714,1,1,26
357.0714,1,1,26
358.1192,1,1,26
356.0714,2,1,26
357.0714,2,1,26
358.1192,2,1,26
359.10385,2,1,26
357.0714,3,1,26
358.1192,3,1,26
359.10385,3,1,26
360.1034,3,1,26
358.1192,4,1,26
359.10385,4,1,26
360.1034,4,1,26
361.1034,4,1,26
359.10385,5,1,26
360.1034,5,1,26
361.1034,5,1,26
362.05925,5,1,26
360.1034,6,1,26
361.1034,6,1,26
362.05925,6,1,26
363.0279,6,1,26
361.1034,7,1,26
362.05925,7,1,26
363.0279,7,1,26
362.05925,8,1,26
363.0279,8,1,26
367.13285,9,2,26
368.1096,9,2,26
369.1096,9,2,26
370.1096,9,2,26
368.1096,10,2,26
369.1096,10,2,26
370.1096,10,2,26
371.1251,10,2,26
369.1096,11,2,26
370.1096,11,2,26
371.1251,11,2,26
372.1251,11,2,26
370.1096,12,2,26
371.1251,12,2,26
372.1251,12,2,26
373.1251,12,2,26
371.1251,13,2,26
371.36335,13,2,26
372.1251,13,2,26
372.36335,13,2,26
371.1251,14,2,26
372.1251,14,2,26
373.1251,14,2,26
374.12495,14,2,26
371.36335,15,2,26
372.36335,15,2,26
373.33655,15,2,26
372.1251,16,2,26
372.36335,16,2,26
373.1251,16,2,26
373.33655,16,2,26
372.1251,17,2,26
373.1251,17,2,26
374.12495,17,2,26
375.09815,17,2,26
372.36335,18,2,26
373.33655,18,2,26
373.1251,19,2,26
373.33655,19,2,26
374.12495,19,2,26
373.1251,20,2,26
374.12495,20,2,26
375.09815,20,2,26
374.12495,21,2,26
375.09815,21,2,26
381.08255,22,3,26
382.08285,22,3,26
383.08285,22,3,26
382.08285,23,3,26
383.08285,23,3,26
385.14205,23,3,26
383.8635,24,3,26
384.1978666665,24,3,26
384.5312,24,3,26
384.8645333335,24,3,26
385.14205,24,3,26
383.8635,25,3,26
384.8645333335,25,3,26
384.1978666665,26,3,26
384.5312,26,3,26
384.8645333335,26,3,26
385.14205,26,3,26
384.1978666665,27,3,26
385.14205,27,3,26
386.1619,27,3,26
384.5312,28,3,26
384.8645333335,28,3,26
385.14205,28,3,26
386.1619,28,3,26
384.8645333335,29,3,26
385.14205,29,3,26
386.1619,29,3,26
384.8645333335,30,3,26
385.14205,30,3,26
386.1619,30,3,26
385.14205,31,3,26
386.1619,31,3,26
388.16955,31,3,26
386.1619,32,3,26
388.16955,32,3,26
389.16715,32,3,26
388.16955,33,4,26
389.16715,33,4,26
390.16715,33,4,26
391.2185,33,4,26
389.16715,34,4,26
390.16715,34,4,26
391.2185,34,4,26
392.2185,34,4,26
390.16715,35,4,26
391.2185,35,4,26
392.2185,35,4,26
393.2083,35,4,26
391.2185,36,4,26
392.2185,36,4,26
393.2083,36,4,26
394.26715,36,4,26
392.2185,37,4,26
393.2083,37,4,26
394.26715,37,4,26
395.20925,37,4,26
393.2083,38,4,26
394.08425,38,4,26
394.26715,38,4,26
393.2083,39,4,26
394.08425,39,4,26
395.20925,39,4,26
396.11245,39,4,26
393.2083,40,4,26
394.26715,40,4,26
395.20925,40,4,26
394.08425,41,4,26
