mzbin,feature,cluster,scan
449.12065,63,12,14
447.1409,64,12,14
447.3936,64,12,14
448.1409,64,12,14
447.1409,65,12,14
448.1409,65,12,14
449.12065,65,12,14
450.11645,65,12,14
448.1409,66,12,14
449.12065,66,12,14
450.11645,66,12,14
449.12065,67,12,14
450.11645,67,12,14
455.1857,68,13,14
456.1857,68,13,14
462.147,69,14,14
463.147,69,14,14
464.147,69,14,14
465.147,69,14,14
463.147,70,14,14
464.147,70,14,14
465.147,70,14,14
466.14335,70,14,14
464.147,71,14,14
465.147,71,14,14
466.14335,71,14,14
467.12625,71,14,14
465.147,72,14,14
466.14335,72,14,14
467.12625,72,14,14
468.1286166665,72,14,14
466.14335,73,14,14
467.12625,73,14,14
468.1286166665,73,14,14
469.1286166665,73,14,14
467.12625,74,14,14
468.1286166665,74,14,14
469.1286166665,74,14,14
470.10165,74,14,14
467.83695,75,14,14
468.1286166665,75,14,14
469.1286166665,75,14,14
467.83695,76,14,14
468.1286166665,76,14,14
469.1286166665,76,14,14
468.1286166665,77,14,14
469.1286166665,77,14,14
470.10165,77,14,14
469.1286166665,78,14,14
470.10165,78,14,14
476.19715,79,15,14
477.19715,79,15,14
488.24025,80,16,14
489.2722,80,16,14
489.05215,81,16,14
489.2722,81,16,14
503.1067,82,17,14
504.1067,82,17,14
505.1181,82,17,14
506.1181,82,17,14
504.1067,83,17,14
505.1181,83,17,14
506.1181,83,17,14
505.1181,84,17,14
506.1181,84,17,14
508.14105,84,17,14
519.13845,85,18,14
520.13845,85,18,14
521.13845,85,18,14
522.13845,85,18,14
520.13845,86,18,14
521.13845,86,18,14
522.13845,86,18,14
523.1369,86,18,14
521.13845,87,18,14
522.13845,87,18,14
523.1369,87,18,14
522.13845,88,18,14
523.1369,88,18,14
536.16555,89,19,14
537.16555,89,19,14
538.16555,89,19,14
539.16555,89,19,14
537.16555,90,19,14
538.16555,90,19,14
539.16555,90,19,14
540.1601,90,19,14
538.16555,91,19,14
539.16555,91,19,14
540.1601,91,19,14
541.1563,91,19,14
539.16555,92,19,14
540.1601,92,19,14
541.1563,92,19,14
540.1601,93,19,14
541.1563,93,19,14
550.21685,94,20,14
551.21685,94,20,14
552.21685,94,20,14
551.21685,95,20,14
552.21685,95,20,14
577.12195,96,21,14
578.1251,96,21,14
579.14075,96,21,14
580.14075,96,21,14
578.1251,97,21,14
579.14075,97,21,14
580.14075,97,21,14
579.14075,98,21,14
580.14075,98,21,14
593.1585,99,22,14
594.1585,99,22,14
595.1575,99,22,14
596.1575,99,22,14
597.1575,99,22,14
594.1585,100,22,14
595.1575,100,22,14
596.1575,100,22,14
597.1575,100,22,14
595.1575,101,22,14
596.1575,101,22,14
597.1575,101,22,14
596.1575,102,22,14
597.1575,102,22,14
607.2092,103,23,14
608.2092,103,23,14
609.2092,103,23,14
610.1884,103,23,14
611.1884,103,23,14
608.2092,104,23,14
609.2092,104,23,14
610.1884,104,23,14
611.1884,104,23,14
612.1871,104,23,14
609.2092,105,23,14
610.1884,105,23,14
611.1884,105,23,14
612.1871,105,23,14
613.18665,105,23,14
610.1884,106,23,14
611.1884,106,23,14
612.1871,106,23,14
613.18665,106,23,14
614.18665,106,23,14
611.1884,107,23,14
612.1871,107,23,14
613.18665,107,23,14
614.18665,107,23,14
612.1871,108,23,14
613.18665,108,23,14
614.18665,108,23,14
613.18665,109,23,14
614.18665,109,23,14
624.2361,110,24,14
625.2149666665,110,24,14
626.2149666665,110,24,14
624.9233,111,24,14
625.2149666665,111,24,14
626.2149666665,111,24,14
624.9233,112,24,14
625.2149666665,112,24,14
626.2149666665,112,24,14
625.2149666665,113,24,14
626.2149666665,113,24,14
667.17345,114,25,14
668.17375,114,25,14
669.17375,114,25,14
670.17375,114,25,14
668.17375,115,25,14
669.17375,115,25,14
670.17375,115,25,14
669.17375,116,25,14
670.17375,116,25,14
684.20195,117,26,14
685.20225,117,26,14
686.20225,117,26,14
687.20225,117,26,14
685.20225,118,26,14
686.20225,118,26,14
687.20225,118,26,14
686.20225,119,26,14
687.20225,119,26,14
698.2512,120,27,14
699.2512,120,27,14
741.19685,121,28,14
742.1956,121,28,14
743.19975,121,28,14
744.19975,121,28,14
742.1956,122,28,14
743.19975,122,28,14
744.19975,122,28,14
743.19975,123,28,14
744.19975,123,28,14
758.21735,124,29,14
759.21735,124,29,14
760.21735,124,29,14
761.21735,124,29,14
762.21735,124,29,14
759.21735,125,29,14
760.21735,125,29,14
761.21735,125,29,14
762.21735,125,29,14
760.21735,126,29,14
761.21735,126,29,14
762.21735,126,29,14
761.21735,127,29,14
762.21735,127,29,14
815.2146,128,30,14
816.215,128,30,14
817.215,128,30,14
816.215,129,30,14
817.215,129,30,14
831.73855,130,31,14
832.241,130,31,14
833.241,130,31,14
834.241,130,31,14
832.241,131,31,14
833.241,131,31,14
834.241,131,31,14
833.241,132,31,14
834.241,132,31,14
869.6258333335,133,32,14
869.6258333335,134,32,14
869.6258333335,135,32,14
887.8679,136,33,14
888.1311666665,136,33,14
889.1311666665,136,33,14
888.1311666665,137,33,14
889.1311666665,137,33,14
355.0696,1,1,15
356.0696,1,1,15
357.06865,1,1,15
358.1164,1,1,15
356.0696,2,1,15
357.06865,2,1,15
358.1164,2,1,15
359.102,2,1,15
357.06865,3,1,15
358.1164,3,1,15
359.102,3,1,15
360.102,3,1,15
358.1164,4,1,15
359.102,4,1,15
360.102,4,1,15
361.102,4,1,15
359.102,5,1,15
360.102,5,1,15
361.102,5,1,15
362.0597,5,1,15
360.102,6,1,15
361.102,6,1,15
362.0597,6,1,15
361.102,7,1,15
362.0597,7,1,15
368.09025,8,2,15
369.1089,8,2,15
370.1089,8,2,15
371.127,8,2,15
369.1089,9,2,15
370.1089,9,2,15
371.127,9,2,15
372.12685,9,2,15
370.1089,10,2,15
371.127,10,2,15
372.12685,10,2,15
373.12685,10,2,15
371.127,11,2,15
371.3633,11,2,15
372.12685,11,2,15
372.3633,11,2,15
371.127,12,2,15
372.12685,12,2,15
373.12685,12,2,15
374.12495,12,2,15
371.3633,13,2,15
372.3633,13,2,15
372.12685,14,2,15
372.3633,14,2,15
373.12685,14,2,15
372.12685,15,2,15
373.12685,15,2,15
374.12495,15,2,15
375.10195,15,2,15
373.12685,16,2,15
374.12495,16,2,15
375.10195,16,2,15
376.08205,16,2,15
374.12495,17,2,15
375.10195,17,2,15
376.08205,17,2,15
375.10195,18,2,15
376.08205,18,2,15
381.08445,19,3,15
382.08445,19,3,15
383.1112,19,3,15
384.1408166665,19,3,15
382.08445,20,3,15
383.1112,20,3,15
384.1408166665,20,3,15
385.1410166665,20,3,15
383.1112,21,3,15
384.1408166665,21,3,15
385.1410166665,21,3,15
386.1402,21,3,15
383.8635,22,3,15
384.1408166665,22,3,15
385.1410166665,22,3,15
384.1408166665,23,3,15
385.1410166665,23,3,15
386.1402,23,3,15
385.1410166665,24,3,15
386.1402,24,3,15
388.16955,24,3,15
388.16955,25,4,15
389.1692,25,4,15
390.1692,25,4,15
391.22055,25,4,15
389.1692,26,4,15
390.1692,26,4,15
391.22055,26,4,15
392.22055,26,4,15
390.1692,27,4,15
391.22055,27,4,15
392.22055,27,4,15
393.2062,27,4,15
391.22055,28,4,15
392.22055,28,4,15
393.2062,28,4,15
394.26505,28,4,15
392.22055,29,4,15
393.2062,29,4,15
394.26505,29,4,15
393.2062,30,4,15
394.08215,30,4,15
394.26505,30,4,15
393.2062,31,4,15
394.08215,31,4,15
395.10195,31,4,15
396.1019,31,4,15
393.2062,32,4,15
394.26505,32,4,15
394.08215,33,4,15
394.26505,33,4,15
395.10195,33,4,15
394.08215,34,4,15
395.10195,34,4,15
396.1019,34,4,15
397.1019,34,4,15
395.10195,35,4,15
396.1019,35,4,15
397.1019,35,4,15
396.1019,36,4,15
397.1019,36,4,15
399.34545,37,5,15
400.34545,37,5,15
402.20565,38,6,15
403.21485,38,6,15
404.1748,38,6,15
405.1748,38,6,15
404.1748,39,6,15
405.1748,39,6,15
408.0523,40,7,15
409.08445,40,7,15
410.08445,40,7,15
409.08445,41,7,15
410.08445,41,7,15
413.26405,42,8,15
414.26405,42,8,15
415.03785,43,9,15
416.03785,43,9,15
417.03785,43,9,15
416.03785,44,9,15
417.03785,44,9,15
419.3152,45,10,15
420.3152,45,10,15
421.3216,45,10,15
422.3216,45,10,15
420.3152,46,10,15
421.3216,46,10,15
422.3216,46,10,15
421.3216,47,10,15
421.82775,47,10,15
422.3216,47,10,15
421.3216,48,10,15
422.3216,48,10,15
421.82775,49,10,15
422.3216,49,10,15
428.89185,50,11,15
429.1075,50,11,15
430.1075,50,11,15
429.1075,51,11,15
430.1075,51,11,15
431.1198,51,11,15
432.1198,51,11,15
430.1075,52,11,15
431.1198,52,11,15
432.1198,52,11,15
433.1116,52,11,15
430.9018,53,11,15
431.1198,53,11,15
431.9018,53,11,15
432.1198,53,11,15
430.9018,54,11,15
431.9018,54,11,15
432.90155,54,11,15
431.1198,55,11,15
432.1198,55,11,15
433.1116,55,11,15
431.9018,56,11,15
432.1198,56,11,15
432.90155,56,11,15
433.1116,56,11,15
431.9018,57,11,15
432.90155,57,11,15
434.88955,57,11,15
432.1198,58,11,15
433.1116,58,11,15
432.90155,59,11,15
433.1116,59,11,15
445.1384,60,12,15
446.1384,60,12,15
447.1384,60,12,15
448.1384,60,12,15
445.9336,61,12,15
446.1384,61,12,15
447.1384,61,12,15
447.3936,61,12,15
446.1384,62,12,15
447.1384,62,12,15
448.1384,62,12,15
449.12075,62,12,15
447.1384,63,12,15
447.3936,63,12,15
448.1384,63,12,15
447.1384,64,12,15
448.1384,64,12,15
449.12075,64,12,15
450.11645,64,12,15
448.1384,65,12,15
449.12075,65,12,15
450.11645,65,12,15
449.12075,66,12,15
450.11645,66,12,15
455.1883,67,13,15
456.1883,67,13,15
459.17435,68,14,15
460.17435,68,14,15
462.1498,68,14,15
462.1498,69,14,15
463.147,69,14,15
464.147,69,14,15
465.147,69,14,15
463.147,70,14,15
464.147,70,14,15
465.147,70,14,15
466.14335,70,14,15
464.147,71,14,15
465.147,71,14,15
466.14335,71,14,15
467.12625,71,14,15
465.147,72,14,15
466.14335,72,14,15
467.12625,72,14,15
468.12625,72,14,15
466.14335,73,14,15
467.12625,73,14,15
468.12625,73,14,15
469.12265,73,14,15
467.12625,74,14,15
468.12625,74,14,15
469.12265,74,14,15
470.10165,74,14,15
468.12625,75,14,15
468.436583333,75,14,15
469.12265,75,14,15
470.10165,75,14,15
468.12625,76,14,15
469.12265,76,14,15
470.10165,76,14,15
468.436583333,77,14,15
468.94055,77,14,15
469.12265,78,14,15
470.10165,78,14,15
476.19995,79,15,15
477.19995,79,15,15
488.24315,80,16,15
489.2643,80,16,15
490.2643,80,16,15
489.0522,81,16,15
489.2643,81,16,15
490.2643,81,16,15
489.2643,82,16,15
490.2643,82,16,15
503.1067,83,17,15
504.1067,83,17,15
505.1181,83,17,15
506.1181,83,17,15
504.1067,84,17,15
505.1181,84,17,15
506.1181,84,17,15
507.1181,84,17,15
505.1181,85,17,15
506.1181,85,17,15
507.1181,85,17,15
508.14105,85,17,15
506.1181,86,17,15
507.1181,86,17,15
508.14105,86,17,15
519.13845,87,18,15
520.13845,87,18,15
521.13845,87,18,15
522.13845,87,18,15
520.13845,88,18,15
521.13845,88,18,15
522.13845,88,18,15
523.1369,88,18,15
521.13845,89,18,15
522.13845,89,18,15
523.1369,89,18,15
524.1371,89,18,15
522.13845,90,18,15
523.1369,90,18,15
524.1371,90,18,15
523.1369,91,18,15
524.1371,91,18,15
536.16555,92,19,15
537.16555,92,19,15
538.16555,92,19,15
539.16555,92,19,15
537.16555,93,19,15
538.16555,93,19,15
539.16555,93,19,15
540.16015,93,19,15
538.16555,94,19,15
539.16555,94,19,15
540.16015,94,19,15
541.15635,94,19,15
539.16555,95,19,15
540.16015,95,19,15
541.15635,95,19,15
540.16015,96,19,15
541.15635,96,19,15
550.21685,97,20,15
551.21685,97,20,15
552.21685,97,20,15
551.21685,98,20,15
552.21685,98,20,15
577.1294,99,21,15
578.1287,99,21,15
579.1408,99,21,15
580.1408,99,21,15
578.1287,100,21,15
579.1408,100,21,15
580.1408,100,21,15
579.1408,101,21,15
580.1408,101,21,15
593.15855,102,22,15
594.15855,102,22,15
595.15755,102,22,15
596.15755,102,22,15
597.15755,102,22,15
594.15855,103,22,15
595.15755,103,22,15
596.15755,103,22,15
597.15755,103,22,15
595.15755,104,22,15
596.15755,104,22,15
597.15755,104,22,15
596.15755,105,22,15
597.15755,105,22,15
609.2062,106,23,15
610.18425,106,23,15
611.18245,106,23,15
612.18245,106,23,15
613.18245,106,23,15
610.18425,107,23,15
611.18245,107,23,15
612.18245,107,23,15
613.18245,107,23,15
614.18245,107,23,15
611.18245,108,23,15
612.18245,108,23,15
613.18245,108,23,15
614.18245,108,23,15
612.18245,109,23,15
613.18245,109,23,15
614.18245,109,23,15
613.18245,110,23,15
614.18245,110,23,15
624.2361,111,24,15
625.2361,111,24,15
626.2361,111,24,15
625.2361,112,24,15
626.2361,112,24,15
642.9513,113,25,15
643.2429666665,113,25,15
642.9513,114,25,15
643.2429666665,114,25,15
667.17345,115,26,15
668.17375,115,26,15
669.17375,115,26,15
670.17375,115,26,15
671.17375,115,26,15
668.17375,116,26,15
669.17375,116,26,15
670.17375,116,26,15
671.17375,116,26,15
669.17375,117,26,15
670.17375,117,26,15
671.17375,117,26,15
670.17375,118,26,15
671.17375,118,26,15
684.202,119,27,15
685.20225,119,27,15
686.20225,119,27,15
687.20225,119,27,15
685.20225,120,27,15
686.20225,120,27,15
687.20225,120,27,15
686.20225,121,27,15
687.20225,121,27,15
698.25615,122,28,15
699.25615,122,28,15
741.1914,123,29,15
742.1914,123,29,15
743.1914,123,29,15
744.1914,123,29,15
742.1914,124,29,15
743.1914,124,29,15
744.1914,124,29,15
743.1914,125,29,15
744.1914,125,29,15
758.21735,126,30,15
759.21735,126,30,15
760.21735,126,30,15
761.21735,126,30,15
759.21735,127,30,15
760.21735,127,30,15
761.21735,127,30,15
760.21735,128,30,15
761.21735,128,30,15
815.2146,129,31,15
816.215,129,31,15
817.215,129,31,15
816.215,130,31,15
817.215,130,31,15
832.24105,131,32,15
833.24105,131,32,15
834.24105,131,32,15
833.24105,132,32,15
834.24105,132,32,15
837.2199,132,32,15
836.68635,133,32,15
837.0429666665,133,32,15
837.2199,133,32,15
836.68635,134,32,15
837.0429666665,134,32,15
836.68635,135,32,15
837.2199,135,32,15
869.6258833335,136,33,15
869.6258833335,137,33,15
869.6258833335,138,33,15
887.6123,139,34,15
887.8684666665,139,34,15
888.3599166665,139,34,15
889.3570666665,139,34,15
887.6123,140,34,15
888.3599166665,140,34,15
889.3570666665,140,34,15
887.6123,141,34,15
888.3599166665,141,34,15
889.3570666665,141,34,15
887.8684666665,142,34,15
888.3599166665,142,34,15
889.3570666665,142,34,15
888.3599166665,143,34,15
889.3570666665,143,34,15
355.0678,1,1,16
356.0678,1,1,16
357.0678,1,1,16
358.0678,1,1,16
356.0678,2,1,16
357.0678,2,1,16
358.0678,2,1,16
359.0615,2,1,16
357.0678,3,1,16
358.0678,3,1,16
359.0615,3,1,16
360.0615,3,1,16
358.0678,4,1,16
359.0615,4,1,16
360.0615,4,1,16
361.06085,4,1,16
359.0615,5,1,16
360.0615,5,1,16
361.06085,5,1,16
362.06085,5,1,16
360.0615,6,1,16
361.06085,6,1,16
362.06085,6,1,16
361.06085,7,1,16
362.06085,7,1,16
366.0983,8,2,16
367.07685,8,2,16
368.0814,8,2,16
369.1001,8,2,16
367.07685,9,2,16
368.0814,9,2,16
369.1001,9,2,16
370.1001,9,2,16
368.0814,10,2,16
369.1001,10,2,16
370.1001,10,2,16
371.1003,10,2,16
369.1001,11,2,16
370.1001,11,2,16
371.1003,11,2,16
372.1003,11,2,16
370.1001,12,2,16
371.1003,12,2,16
372.1003,12,2,16
373.08445,12,2,16
371.1003,13,2,16
371.33835,13,2,16
372.1003,13,2,16
372.33835,13,2,16
371.1003,14,2,16
372.1003,14,2,16
373.08445,14,2,16
374.1052,14,2,16
371.33835,15,2,16
372.33835,15,2,16
373.3705666665,15,2,16
372.1003,16,2,16
372.33835,16,2,16
373.08445,16,2,16
373.3705666665,16,2,16
372.1003,17,2,16
373.08445,17,2,16
374.1052,17,2,16
375.0807,17,2,16
372.33835,18,2,16
373.3705666665,18,2,16
373.08445,19,2,16
373.3705666665,19,2,16
374.1052,19,2,16
373.08445,20,2,16
373.3705666665,20,2,16
374.1052,20,2,16
373.08445,21,2,16
374.1052,21,2,16
375.0807,21,2,16
376.0789,21,2,16
374.1052,22,2,16
375.0807,22,2,16
376.0789,22,2,16
375.0807,23,2,16
376.0789,23,2,16
379.0834,24,3,16
380.0857,24,3,16
381.08255,24,3,16
382.08255,24,3,16
380.0857,25,3,16
381.08255,25,3,16
382.08255,25,3,16
383.10925,25,3,16
381.08255,26,3,16
382.08255,26,3,16
383.10925,26,3,16
384.1408666665,26,3,16
382.08255,27,3,16
383.10925,27,3,16
384.1408666665,27,3,16
385.1410166665,27,3,16
383.10925,28,3,16
384.1408666665,28,3,16
385.1410166665,28,3,16
386.1402,28,3,16
383.8635,29,3,16
384.1408666665,29,3,16
384.530166667,29,3,16
385.1410166665,29,3,16
384.1408666665,30,3,16
384.530166667,30,3,16
385.1410166665,30,3,16
384.1408666665,31,3,16
385.1410166665,31,3,16
386.1402,31,3,16
385.1410166665,32,3,16
386.1402,32,3,16
388.1675,32,3,16
388.1675,33,4,16
389.1651,33,4,16
390.1651,33,4,16
391.2164,33,4,16
389.1651,34,4,16
390.1651,34,4,16
391.2164,34,4,16
392.2182,34,4,16
390.1651,35,4,16
391.2164,35,4,16
392.2182,35,4,16
393.2083,35,4,16
391.2164,36,4,16
392.2182,36,4,16
393.2083,36,4,16
394.2692,36,4,16
392.2182,37,4,16
393.2083,37,4,16
394.2692,37,4,16
393.2083,38,4,16
394.08425,38,4,16
394.2692,38,4,16
393.2083,39,4,16
394.08425,39,4,16
396.0857,39,4,16
393.2083,40,4,16
394.2692,40,4,16
394.08425,41,4,16
394.2692,41,4,16
396.0857,42,4,16
397.0857,42,4,16
399.3476,43,5,16
400.3476,43,5,16
402.19055,44,6,16
403.20195,44,6,16
404.17765,44,6,16
413.26635,45,7,16
414.26635,45,7,16
415.03565,46,8,16
416.03565,46,8,16
417.03565,46,8,16
416.03565,47,8,16
417.03565,47,8,16
419.3152,48,9,16
420.3152,48,9,16
421.3216,48,9,16
422.3216,48,9,16
420.3152,49,9,16
421.3216,49,9,16
422.3216,49,9,16
421.3216,50,9,16
422.3216,50,9,16
428.88955,51,10,16
429.10755,51,10,16
430.10755,51,10,16
429.10755,52,10,16
430.10755,52,10,16
431.1078,52,10,16
432.10855,52,10,16
430.10755,53,10,16
431.1078,53,10,16
432.10855,53,10,16
433.1116,53,10,16
430.8874,54,10,16
431.1078,54,10,16
431.8874,54,10,16
432.10855,54,10,16
430.8874,55,10,16
431.8874,55,10,16
432.88715,55,10,16
431.1078,56,10,16
432.10855,56,10,16
433.1116,56,10,16
431.8874,57,10,16
432.10855,57,10,16
432.88715,57,10,16
433.1116,57,10,16
431.8874,58,10,16
432.88715,58,10,16
434.88955,58,10,16
432.10855,59,10,16
433.1116,59,10,16
432.88715,60,10,16
433.1116,60,10,16
440.7242,61,11,16
441.2576,61,11,16
445.1157,62,12,16
446.1371,62,12,16
447.1371,62,12,16
448.1158,62,12,16
445.9336,63,12,16
446.1371,63,12,16
447.1371,63,12,16
447.39365,63,12,16
446.1371,64,12,16
447.1371,64,12,16
448.1158,64,12,16
449.12075,64,12,16
447.1371,65,12,16
447.39365,65,12,16
448.1158,65,12,16
447.1371,66,12,16
448.1158,66,12,16
449.12075,66,12,16
450.1165,66,12,16
448.1158,67,12,16
449.12075,67,12,16
450.1165,67,12,16
449.12075,68,12,16
450.1165,68,12,16
459.1744,69,13,16
460.1744,69,13,16
462.1499,69,13,16
462.1499,70,13,16
463.14705,70,13,16
464.14705,70,13,16
465.14705,70,13,16
463.14705,71,13,16
464.14705,71,13,16
465.14705,71,13,16
466.14705,71,13,16
464.14705,72,13,16
465.14705,72,13,16
466.14705,72,13,16
467.1261,72,13,16
465.14705,73,13,16
466.14705,73,13,16
467.1261,73,13,16
468.1286666665,73,13,16
466.14705,74,13,16
467.1261,74,13,16
468.1286666665,74,13,16
469.1286666665,74,13,16
467.1261,75,13,16
468.1286666665,75,13,16
469.1286666665,75,13,16
467.837,76,13,16
468.1286666665,76,13,16
468.5090666665,76,13,16
469.1286666665,76,13,16
467.837,77,13,16
468.1286666665,77,13,16
468.5090666665,77,13,16
469.1286666665,77,13,16
468.1286666665,78,13,16
468.5090666665,78,13,16
469.1286666665,78,13,16
468.1286666665,79,13,16
469.1286666665,79,13,16
468.5090666665,80,13,16
468.94065,80,13,16
476.19995,81,14,16
477.19995,81,14,16
488.24325,82,15,16
489.26145,82,15,16
490.26145,82,15,16
489.05515,83,15,16
489.26145,83,15,16
490.26145,83,15,16
489.26145,84,15,16
490.26145,84,15,16
503.1068,85,16,16
504.1068,85,16,16
505.12115,85,16,16
506.12115,85,16,16
504.1068,86,16,16
505.12115,86,16,16
506.12115,86,16,16
507.12115,86,16,16
505.12115,87,16,16
506.12115,87,16,16
507.12115,87,16,16
508.1441,87,16,16
506.12115,88,16,16
507.12115,88,16,16
508.1441,88,16,16
519.13845,89,17,16
520.13845,89,17,16
521.13845,89,17,16
522.13845,89,17,16
520.13845,90,17,16
521.13845,90,17,16
522.13845,90,17,16
523.13955,90,17,16
521.13845,91,17,16
522.13845,91,17,16
523.13955,91,17,16
524.13715,91,17,16
522.13845,92,17,16
523.13955,92,17,16
524.13715,92,17,16
523.13955,93,17,16
524.13715,93,17,16
536.1656,94,18,16
537.1656,94,18,16
538.1656,94,18,16
539.1656,94,18,16
537.1656,95,18,16
538.1656,95,18,16
539.1656,95,18,16
540.1635,95,18,16
538.1656,96,18,16
539.1656,96,18,16
540.1635,96,18,16
541.1642,96,18,16
539.1656,97,18,16
540.1635,97,18,16
541.1642,97,18,16
540.1635,98,18,16
541.1642,98,18,16
550.2204,99,19,16
551.2204,99,19,16
577.12945,100,20,16
578.12945,100,20,16
579.1408,100,20,16
580.1408,100,20,16
578.12945,101,20,16
579.1408,101,20,16
580.1408,101,20,16
579.1408,102,20,16
580.1408,102,20,16
593.1586,103,21,16
594.1586,103,21,16
595.1576,103,21,16
596.1576,103,21,16
594.1586,104,21,16
595.1576,104,21,16
596.1576,104,21,16
595.1576,105,21,16
596.1576,105,21,16
607.20925,106,22,16
608.20925,106,22,16
609.20925,106,22,16
610.18845,106,22,16
611.1867,106,22,16
608.20925,107,22,16
609.20925,107,22,16
610.18845,107,22,16
611.1867,107,22,16
612.18535,107,22,16
609.20925,108,22,16
610.18845,108,22,16
611.1867,108,22,16
612.18535,108,22,16
613.1825,108,22,16
610.18845,109,22,16
611.1867,109,22,16
612.18535,109,22,16
613.1825,109,22,16
614.1825,109,22,16
611.1867,110,22,16
612.18535,110,22,16
613.1825,110,22,16
614.1825,110,22,16
612.18535,111,22,16
613.1825,111,22,16
614.1825,111,22,16
613.1825,112,22,16
614.1825,112,22,16
642.9514,113,23,16
643.2430666665,113,23,16
642.9514,114,23,16
643.2430666665,114,23,16
667.17355,115,24,16
668.1738,115,24,16
669.1738,115,24,16
670.1738,115,24,16
671.1738,115,24,16
668.1738,116,24,16
669.1738,116,24,16
670.1738,116,24,16
671.1738,116,24,16
669.1738,117,24,16
670.1738,117,24,16
671.1738,117,24,16
670.1738,118,24,16
671.1738,118,24,16
684.20205,119,25,16
685.20235,119,25,16
686.20235,119,25,16
687.20235,119,25,16
688.20235,119,25,16
685.20235,120,25,16
686.20235,120,25,16
687.20235,120,25,16
688.20235,120,25,16
686.20235,121,25,16
687.20235,121,25,16
688.20235,121,25,16
687.20235,122,25,16
688.20235,122,25,16
698.25625,123,26,16
699.25625,123,26,16
741.1915,124,27,16
742.1915,124,27,16
743.1915,124,27,16
744.1915,124,27,16
742.1915,125,27,16
743.1915,125,27,16
744.1915,125,27,16
743.1915,126,27,16
744.1915,126,27,16
758.223,127,28,16
759.22225,127,28,16
760.22225,127,28,16
761.22225,127,28,16
759.22225,128,28,16
760.22225,128,28,16
761.22225,128,28,16
760.22225,129,28,16
761.22225,129,28,16
815.2084,130,29,16
816.2151,130,29,16
817.2151,130,29,16
816.2151,131,29,16
817.2151,131,29,16
832.24755,132,30,16
833.241,132,30,16
834.241,132,30,16
833.241,133,30,16
834.241,133,30,16
868.7651,134,31,16
869.23635,134,31,16
869.23635,135,31,16
869.23635,136,31,16
355.0714,1,1,17
356.0714,1,1,17
357.0714,1,1,17
358.0714,1,1,17
356.0714,2,1,17
357.0714,2,1,17
358.0714,2,1,17
359.0615,2,1,17
357.0714,3,1,17
358.0714,3,1,17
359.0615,3,1,17
360.0615,3,1,17
358.0714,4,1,17
359.0615,4,1,17
360.0615,4,1,17
361.06085,4,1,17
359.0615,5,1,17
360.0615,5,1,17
361.06085,5,1,17
362.06085,5,1,17
360.0615,6,1,17
361.06085,6,1,17
362.06085,6,1,17
361.06085,7,1,17
362.06085,7,1,17
366.0945,8,2,17
367.07685,8,2,17
368.0833,8,2,17
369.102,8,2,17
367.07685,9,2,17
368.0833,9,2,17
369.102,9,2,17
370.102,9,2,17
368.0833,10,2,17
369.102,10,2,17
370.102,10,2,17
371.1022,10,2,17
369.102,11,2,17
370.102,11,2,17
371.1022,11,2,17
372.1156,11,2,17
370.102,12,2,17
371.1022,12,2,17
372.1156,12,2,17
373.09995,12,2,17
371.1022,13,2,17
371.3403,13,2,17
372.1156,13,2,17
372.3558,13,2,17
371.1022,14,2,17
372.1156,14,2,17
373.09995,14,2,17
374.1052,14,2,17
371.3403,15,2,17
372.3558,15,2,17
373.3686166665,15,2,17
372.1156,16,2,17
372.3558,16,2,17
373.09995,16,2,17
373.3686166665,16,2,17
372.1156,17,2,17
373.09995,17,2,17
374.1052,17,2,17
375.09995,17,2,17
372.3558,18,2,17
373.3686166665,18,2,17
373.09995,19,2,17
373.3686166665,19,2,17
374.1052,19,2,17
373.09995,20,2,17
374.1052,20,2,17
375.09995,20,2,17
376.07715,20,2,17
374.1052,21,2,17
375.09995,21,2,17
376.07715,21,2,17
375.09995,22,2,17
376.07715,22,2,17
380.0879,23,3,17
381.08445,23,3,17
382.08445,23,3,17
383.11325,23,3,17
381.08445,24,3,17
382.08445,24,3,17
383.11325,24,3,17
384.14185,24,3,17
382.08445,25,3,17
383.11325,25,3,17
384.14185,25,3,17
385.1422,25,3,17
383.11325,26,3,17
384.14185,26,3,17
385.1422,26,3,17
386.1422,26,3,17
383.8615,27,3,17
384.14185,27,3,17
384.5292,27,3,17
385.1422,27,3,17
384.14185,28,3,17
384.5292,28,3,17
385.1422,28,3,17
384.14185,29,3,17
385.1422,29,3,17
386.1422,29,3,17
387.17475,29,3,17
385.1422,30,3,17
386.1422,30,3,17
387.17475,30,3,17
388.16955,30,3,17
386.1422,31,3,17
387.17475,31,3,17
388.16955,31,3,17
389.17165,31,3,17
387.17475,32,3,17
388.16955,32,3,17
389.17165,32,3,17
388.16955,33,3,17
389.17165,33,3,17
391.1927,33,3,17
391.2861,34,4,17
392.2861,34,4,17
393.30565,34,4,17
394.3066,34,4,17
392.2861,35,4,17
393.30565,35,4,17
394.3066,35,4,17
393.0833,36,4,17
393.30565,36,4,17
394.08425,36,4,17
394.3066,36,4,17
393.0833,37,4,17
394.08425,37,4,17
395.10405,37,4,17
396.1019,37,4,17
393.30565,38,4,17
394.3066,38,4,17
394.08425,39,4,17
394.3066,39,4,17
395.10405,39,4,17
394.08425,40,4,17
395.10405,40,4,17
396.1019,40,4,17
397.1019,40,4,17
