  4.0000,  3.0000,  3.0000,  4.0000,  4.0000,  2.0000,  4.0000,  3.0000,  3.0000,  4.0000,  3.0000,  4.0000,  4.0000,  4.0000,  3.0000,  3.0000,  3.0000,  3.0000,  3.0000,  4.0000,  4.0000,  3.0000,  3.0000,  3.0000,  2.0000,  4.0000,  4.0000,  3.0000,  3.0000,  3.0000,  3.0000,  3.0000,  3.0000,  3.0000,  3.0000,  4.0000,  3.0000,  3.0000,  3.0000,  3.0000,  3.0000,  3.0000,  4.0000
367.9406,368.1920,386.2079,387.4633,408.9477,409.1985,413.4497,429.0719,429.2381,547.2663,547.3166,585.8045,611.8511,643.1036,659.6857,692.3875,704.0262,704.0300,704.0319,723.9685,724.2155,738.6734,767.3702,813.0771,820.4725,828.9050,829.0304,846.0903,865.2407,865.4062,865.5723,868.7343,868.9030,869.0668,919.1017,949.6635,959.6115,962.1153,962.2811,965.1160,968.9518,969.1185,989.2369
