mzbin,feature,cluster,charge
522.142065381,174,20,1
520.138555362,175,20,1
521.138710381,175,20,1
522.142065381,175,20,1
520.138555362,176,20,1
521.138710381,176,20,1
522.142065381,176,20,1
520.138555362,178,20,1
521.138710381,178,20,1
522.142065381,178,20,1
523.1394348020001,178,20,1
520.138555362,179,20,1
521.138710381,179,20,1
522.142065381,179,20,1
520.138555362,180,20,1
521.138710381,180,20,1
522.142065381,180,20,1
521.138710381,181,20,1
522.142065381,181,20,1
523.1394348020001,181,20,1
522.142065381,182,20,1
523.1394348020001,182,20,1
522.142065381,183,20,1
523.1394348020001,183,20,1
522.142065381,184,20,1
523.1394348020001,184,20,1
522.142065381,185,20,1
523.1394348020001,185,20,1
522.142065381,186,20,1
523.1394348020001,186,20,1
522.142065381,187,20,1
523.1394348020001,187,20,1
522.142065381,188,20,1
523.1394348020001,188,20,1
522.142065381,189,20,1
523.1394348020001,189,20,1
522.142065381,190,20,1
523.1394348020001,190,20,1
522.142065381,191,20,1
523.1394348020001,191,20,1
522.142065381,192,20,1
523.1394348020001,192,20,1
522.142065381,193,20,1
523.1394348020001,193,20,1
522.142065381,194,20,1
523.1394348020001,194,20,1
522.142065381,195,20,1
523.1394348020001,195,20,1
522.142065381,196,20,1
523.1394348020001,196,20,1
522.142065381,197,20,1
523.1394348020001,197,20,1
537.161024857,198,21,1
538.1643798570001,198,21,1
539.1677348569999,198,21,1
537.161024857,199,21,1
538.1643798570001,199,21,1
539.1677348569999,199,21,1
537.161024857,200,21,1
538.1643798570001,200,21,1
539.1677348569999,200,21,1
537.161024857,201,21,1
538.1643798570001,201,21,1
539.1677348569999,201,21,1
536.1255000000001,202,21,1
537.161024857,202,21,1
538.1643798570001,202,21,1
539.1677348569999,202,21,1
536.1322,203,21,1
537.161024857,203,21,1
538.1643798570001,203,21,1
539.1677348569999,203,21,1
536.1389,204,21,1
537.161024857,204,21,1
538.1643798570001,204,21,1
539.1677348569999,204,21,1
536.1455000000001,205,21,1
537.161024857,205,21,1
538.1643798570001,205,21,1
539.1677348569999,205,21,1
536.1522,206,21,1
537.161024857,206,21,1
538.1643798570001,206,21,1
539.1677348569999,206,21,1
536.1589,207,21,1
537.161024857,207,21,1
538.1643798570001,207,21,1
539.1677348569999,207,21,1
536.1655000000001,208,21,1
537.161024857,208,21,1
538.1643798570001,208,21,1
539.1677348569999,208,21,1
536.1722,209,21,1
537.161024857,209,21,1
538.1643798570001,209,21,1
539.1677348569999,209,21,1
536.1789,210,21,1
537.161024857,210,21,1
538.1643798570001,210,21,1
539.1677348569999,210,21,1
536.1855,211,21,1
537.161024857,211,21,1
538.1643798570001,211,21,1
539.1677348569999,211,21,1
536.1922,212,21,1
537.161024857,212,21,1
538.1643798570001,212,21,1
539.1677348569999,212,21,1
536.1988,213,21,1
537.161024857,213,21,1
538.1643798570001,213,21,1
539.1677348569999,213,21,1
536.2055,214,21,1
537.161024857,214,21,1
538.1643798570001,214,21,1
539.1677348569999,214,21,1
537.161024857,215,21,1
538.1643798570001,215,21,1
539.1677348569999,215,21,1
537.161024857,216,21,1
538.1643798570001,216,21,1
539.1677348569999,216,21,1
537.161024857,219,21,1
538.1643798570001,219,21,1
539.1677348569999,219,21,1
540.170115361,219,21,1
538.1643798570001,220,21,1
539.1677348569999,220,21,1
540.170115361,220,21,1
538.1643798570001,221,21,1
539.1677348569999,221,21,1
540.170115361,221,21,1
539.1677348569999,222,21,1
540.170115361,222,21,1
541.137029613,222,21,1
539.1677348569999,223,21,1
540.170115361,223,21,1
539.1677348569999,224,21,1
540.170115361,224,21,1
539.1677348569999,225,21,1
540.170115361,225,21,1
539.1677348569999,226,21,1
540.170115361,226,21,1
539.1677348569999,227,21,1
540.170115361,227,21,1
539.1677348569999,228,21,1
540.170115361,228,21,1
539.1677348569999,229,21,1
540.170115361,229,21,1
539.1677348569999,230,21,1
540.170115361,230,21,1
539.1677348569999,231,21,1
540.170115361,231,21,1
540.170115361,232,21,1
541.137029613,232,21,1
540.170115361,233,21,1
541.137029613,233,21,1
540.170115361,234,21,1
541.137029613,234,21,1
540.170115361,235,21,1
541.137029613,235,21,1
540.170115361,236,21,1
541.137029613,236,21,1
540.170115361,237,21,1
541.137029613,237,21,1
540.170115361,238,21,1
541.137029613,238,21,1
550.1926,242,22,1
550.1995,243,23,1
551.202855,243,23,1
550.2064,244,24,1
551.2097550000001,244,24,1
550.2134000000001,245,25,1
551.2167549999999,245,25,1
550.2203,246,26,1
551.223655,246,26,1
550.2272,247,27,1
551.230555,247,27,1
550.2341,248,28,1
551.237455,248,28,1
550.2411,249,29,1
578.1244503135,253,30,1
579.1278053135,253,30,1
578.1244503135,254,30,1
579.1278053135,254,30,1
578.1244503135,255,30,1
579.1278053135,255,30,1
577.0959,256,30,1
578.1244503135,256,30,1
579.1278053135,256,30,1
577.1033,257,30,1
578.1244503135,257,30,1
579.1278053135,257,30,1
577.1107999999999,258,30,1
578.1244503135,258,30,1
579.1278053135,258,30,1
577.1182,259,30,1
578.1244503135,259,30,1
579.1278053135,259,30,1
577.1256,260,30,1
578.1244503135,260,30,1
579.1278053135,260,30,1
577.1331,261,30,1
578.1244503135,261,30,1
579.1278053135,261,30,1
577.1405,262,30,1
578.1244503135,262,30,1
579.1278053135,262,30,1
577.1479999999999,263,30,1
578.1244503135,263,30,1
579.1278053135,263,30,1
577.1554000000001,264,30,1
578.1244503135,264,30,1
579.1278053135,264,30,1
578.1244503135,265,30,1
579.1278053135,265,30,1
578.1244503135,266,30,1
579.1278053135,266,30,1
578.1244503135,267,30,1
579.1278053135,267,30,1
594.1532248675001,268,31,1
595.1530993785,268,31,1
596.1564543785,268,31,1
597.1598093785001,268,31,1
594.1532248675001,269,31,1
595.1530993785,269,31,1
596.1564543785,269,31,1
597.1598093785001,269,31,1
593.1042,270,31,1
594.1532248675001,270,31,1
595.1530993785,270,31,1
596.1564543785,270,31,1
597.1598093785001,270,31,1
593.1120000000001,271,31,1
594.1532248675001,271,31,1
595.1530993785,271,31,1
596.1564543785,271,31,1
597.1598093785001,271,31,1
593.1197,272,31,1
594.1532248675001,272,31,1
595.1530993785,272,31,1
596.1564543785,272,31,1
597.1598093785001,272,31,1
593.1275,273,31,1
594.1532248675001,273,31,1
595.1530993785,273,31,1
596.1564543785,273,31,1
597.1598093785001,273,31,1
593.1351999999999,274,31,1
594.1532248675001,274,31,1
595.1530993785,274,31,1
596.1564543785,274,31,1
597.1598093785001,274,31,1
593.143,275,31,1
594.1532248675001,275,31,1
595.1530993785,275,31,1
596.1564543785,275,31,1
597.1598093785001,275,31,1
593.1507,276,31,1
594.1532248675001,276,31,1
595.1530993785,276,31,1
596.1564543785,276,31,1
597.1598093785001,276,31,1
593.1585,277,31,1
594.1532248675001,277,31,1
595.1530993785,277,31,1
596.1564543785,277,31,1
597.1598093785001,277,31,1
593.1663,278,31,1
594.1532248675001,278,31,1
595.1530993785,278,31,1
596.1564543785,278,31,1
597.1598093785001,278,31,1
593.174,279,31,1
594.1532248675001,279,31,1
595.1530993785,279,31,1
596.1564543785,279,31,1
597.1598093785001,279,31,1
593.1818000000001,280,31,1
594.1532248675001,280,31,1
595.1530993785,280,31,1
596.1564543785,280,31,1
597.1598093785001,280,31,1
593.1895,281,31,1
594.1532248675001,281,31,1
595.1530993785,281,31,1
596.1564543785,281,31,1
597.1598093785001,281,31,1
593.1973,282,31,1
594.1532248675001,282,31,1
595.1530993785,282,31,1
596.1564543785,282,31,1
597.1598093785001,282,31,1
594.1532248675001,283,31,1
595.1530993785,283,31,1
596.1564543785,283,31,1
597.1598093785001,283,31,1
594.1532248675001,284,31,1
595.1530993785,284,31,1
596.1564543785,284,31,1
597.1598093785001,284,31,1
594.1532248675001,286,31,1
595.1530993785,286,31,1
596.1564543785,286,31,1
597.1598093785001,286,31,1
595.1530993785,287,31,1
596.1564543785,287,31,1
597.1598093785001,287,31,1
596.1564543785,288,31,1
597.1598093785001,288,31,1
596.1564543785,289,31,1
597.1598093785001,289,31,1
596.1564543785,290,31,1
597.1598093785001,290,31,1
596.1564543785,291,31,1
597.1598093785001,291,31,1
596.1564543785,292,31,1
597.1598093785001,292,31,1
596.1564543785,293,31,1
597.1598093785001,293,31,1
612.1810993785,294,32,1
613.1844543785,294,32,1
614.1878093785,294,32,1
612.1810993785,295,32,1
613.1844543785,295,32,1
614.1878093785,295,32,1
612.1810993785,296,32,1
613.1844543785,296,32,1
614.1878093785,296,32,1
610.1356,297,32,1
612.1810993785,297,32,1
613.1844543785,297,32,1
614.1878093785,297,32,1
610.1437000000001,298,32,1
611.1470549999999,298,32,1
612.1810993785,298,32,1
613.1844543785,298,32,1
614.1878093785,298,32,1
610.1518,299,32,1
611.155155,299,32,1
612.1810993785,299,32,1
613.1844543785,299,32,1
614.1878093785,299,32,1
610.1599000000001,300,32,1
611.1632549999999,300,32,1
612.1810993785,300,32,1
613.1844543785,300,32,1
614.1878093785,300,32,1
610.168,301,32,1
611.171355,301,32,1
612.1810993785,301,32,1
613.1844543785,301,32,1
614.1878093785,301,32,1
610.1760999999999,302,32,1
611.179455,302,32,1
612.1810993785,302,32,1
613.1844543785,302,32,1
614.1878093785,302,32,1
610.1842,303,32,1
611.187555,303,32,1
612.1810993785,303,32,1
613.1844543785,303,32,1
614.1878093785,303,32,1
610.1922999999999,304,32,1
611.195655,304,32,1
612.1810993785,304,32,1
613.1844543785,304,32,1
614.1878093785,304,32,1
610.2004,305,32,1
611.203755,305,32,1
612.1810993785,305,32,1
613.1844543785,305,32,1
614.1878093785,305,32,1
610.2084,306,32,1
611.211755,306,32,1
612.1810993785,306,32,1
613.1844543785,306,32,1
614.1878093785,306,32,1
610.2165,307,32,1
611.219855,307,32,1
612.1810993785,307,32,1
613.1844543785,307,32,1
614.1878093785,307,32,1
610.2246,308,32,1
611.2279550000001,308,32,1
612.1810993785,308,32,1
613.1844543785,308,32,1
614.1878093785,308,32,1
612.1810993785,309,32,1
613.1844543785,309,32,1
614.1878093785,309,32,1
612.1810993785,310,32,1
613.1844543785,310,32,1
614.1878093785,310,32,1
612.1810993785,312,32,1
613.1844543785,312,32,1
614.1878093785,312,32,1
612.1810993785,313,32,1
613.1844543785,313,32,1
614.1878093785,313,32,1
612.1810993785,314,32,1
613.1844543785,314,32,1
614.1878093785,314,32,1
613.1844543785,315,32,1
614.1878093785,315,32,1
624.211,318,33,1
625.214355,318,33,1
624.2193,319,34,1
625.222655,319,34,1
624.2277,320,35,1
625.231055,320,35,1
624.2361,321,36,1
625.239455,321,36,1
624.2444,322,37,1
625.2477550000001,322,37,1
624.2528,323,38,1
624.2612,324,39,1
624.2696000000001,325,40,1
643.239545077,327,41,3
643.239545077,328,41,3
643.239545077,329,41,3
643.239545077,330,41,3
642.925,331,41,3
643.239545077,331,41,3
642.9338,332,42,3
643.2682516665,332,42,3
642.9425,333,43,3
643.276951667,333,43,3
642.9513,334,44,3
643.2857516664999,334,44,3
642.96,335,45,3
643.294451667,335,45,3
642.9688,336,41,4
643.239545077,336,41,4
642.9688,337,41,3
643.3032516665,337,41,3
643.239545077,338,41,4
643.311951667,339,46,3
643.239545077,340,41,4
643.239545077,342,41,4
643.239545077,344,41,4
651.1159,349,47,1
651.1249,350,48,1
652.163905214,350,48,1
653.167260214,350,48,1
651.1338000000001,351,48,1
652.163905214,351,48,1
653.167260214,351,48,1
651.1427,352,48,1
652.163905214,352,48,1
653.167260214,352,48,1
651.1515999999999,353,48,1
652.163905214,353,48,1
653.167260214,353,48,1
651.1605,354,48,1
652.163905214,354,48,1
653.167260214,354,48,1
651.1695,355,48,1
652.163905214,355,48,1
653.167260214,355,48,1
652.163905214,356,48,1
653.167260214,356,48,1
652.163905214,357,48,1
653.167260214,357,48,1
652.163905214,358,48,1
653.167260214,358,48,1
652.163905214,360,48,1
653.167260214,360,48,1
668.1705749435,361,49,1
669.1734494365,361,49,1
670.1768044365,361,49,1
671.1801594365,361,49,1
668.1705749435,362,49,1
669.1734494365,362,49,1
670.1768044365,362,49,1
671.1801594365,362,49,1
668.1705749435,363,49,1
669.1734494365,363,49,1
670.1768044365,363,49,1
671.1801594365,363,49,1
668.1705749435,364,49,1
669.1734494365,364,49,1
670.1768044365,364,49,1
671.1801594365,364,49,1
667.1318,365,49,1
668.1705749435,365,49,1
669.1734494365,365,49,1
670.1768044365,365,49,1
671.1801594365,365,49,1
667.1410000000001,366,49,1
668.1705749435,366,49,1
669.1734494365,366,49,1
670.1768044365,366,49,1
671.1801594365,366,49,1
667.1503,367,49,1
668.1705749435,367,49,1
669.1734494365,367,49,1
670.1768044365,367,49,1
671.1801594365,367,49,1
667.1596,368,49,1
668.1705749435,368,49,1
669.1734494365,368,49,1
670.1768044365,368,49,1
671.1801594365,368,49,1
667.1688,369,49,1
668.1705749435,369,49,1
669.1734494365,369,49,1
670.1768044365,369,49,1
671.1801594365,369,49,1
667.1781000000001,370,49,1
668.1705749435,370,49,1
669.1734494365,370,49,1
670.1768044365,370,49,1
671.1801594365,370,49,1
667.1873,371,49,1
668.1705749435,371,49,1
669.1734494365,371,49,1
670.1768044365,371,49,1
671.1801594365,371,49,1
667.1966,372,49,1
668.1705749435,372,49,1
669.1734494365,372,49,1
670.1768044365,372,49,1
671.1801594365,372,49,1
667.2058,373,49,1
668.1705749435,373,49,1
669.1734494365,373,49,1
670.1768044365,373,49,1
671.1801594365,373,49,1
667.2151,374,49,1
668.1705749435,374,49,1
669.1734494365,374,49,1
670.1768044365,374,49,1
671.1801594365,374,49,1
667.2243,375,49,1
668.1705749435,375,49,1
669.1734494365,375,49,1
670.1768044365,375,49,1
671.1801594365,375,49,1
668.1705749435,376,49,1
669.1734494365,376,49,1
670.1768044365,376,49,1
671.1801594365,376,49,1
668.1705749435,377,49,1
669.1734494365,377,49,1
670.1768044365,377,49,1
671.1801594365,377,49,1
668.1705749435,379,49,1
669.1734494365,379,49,1
670.1768044365,379,49,1
671.1801594365,379,49,1
669.1734494365,380,49,1
670.1768044365,380,49,1
671.1801594365,380,49,1
670.1768044365,381,49,1
671.1801594365,381,49,1
684.231923794,382,50,1
685.204898466,382,50,1
684.231923794,383,50,1
685.204898466,383,50,1
684.231923794,384,50,1
685.204898466,384,50,1
681.1995,385,50,1
682.202855,385,50,1
684.231923794,385,50,1
685.204898466,385,50,1
681.2091,386,50,1
682.2124550000001,386,50,1
684.231923794,386,50,1
685.204898466,386,50,1
681.2185999999999,387,50,1
682.221955,387,50,1
684.231923794,387,50,1
685.204898466,387,50,1
681.2282,388,50,1
682.231555,388,50,1
684.231923794,388,50,1
685.204898466,388,50,1
681.2376999999999,389,50,1
682.241055,389,50,1
684.231923794,389,50,1
685.204898466,389,50,1
681.2473,390,50,1
682.250655,390,50,1
684.231923794,390,50,1
685.204898466,390,50,1
684.231923794,391,50,1
685.204898466,391,50,1
684.231923794,392,50,1
685.204898466,392,50,1
684.231923794,393,50,1
685.204898466,393,50,1
685.204898466,395,50,1
686.2017994534999,395,50,1
687.2051544535,395,50,1
688.2085094535,395,50,1
685.204898466,396,50,1
686.2017994534999,396,50,1
687.2051544535,396,50,1
688.2085094535,396,50,1
685.204898466,397,50,1
686.2017994534999,397,50,1
687.2051544535,397,50,1
688.2085094535,397,50,1
685.204898466,398,50,1
686.2017994534999,398,50,1
687.2051544535,398,50,1
688.2085094535,398,50,1
684.1587,399,50,1
685.204898466,399,50,1
686.2017994534999,399,50,1
687.2051544535,399,50,1
688.2085094535,399,50,1
684.1683,400,50,1
685.204898466,400,50,1
686.2017994534999,400,50,1
