mzbin,feature,cluster,charge
687.2051544535,400,50,1
688.2085094535,400,50,1
684.231923794,401,50,1
685.204898466,401,50,1
686.2017994534999,401,50,1
687.2051544535,401,50,1
688.2085094535,401,50,1
684.231923794,402,50,1
685.204898466,402,50,1
685.204898466,403,50,1
686.2017994534999,403,50,1
687.2051544535,403,50,1
688.2085094535,403,50,1
686.2017994534999,404,50,1
687.2051544535,404,50,1
688.2085094535,404,50,1
686.2017994534999,405,50,1
687.2051544535,405,50,1
688.2085094535,405,50,1
686.2017994534999,406,50,1
687.2051544535,406,50,1
688.2085094535,406,50,1
686.2017994534999,407,50,1
687.2051544535,407,50,1
688.2085094535,407,50,1
686.2017994534999,408,50,1
687.2051544535,408,50,1
688.2085094535,408,50,1
686.2017994534999,409,50,1
687.2051544535,409,50,1
688.2085094535,409,50,1
686.2017994534999,410,50,1
687.2051544535,410,50,1
688.2085094535,410,50,1
686.2017994534999,411,50,1
687.2051544535,411,50,1
688.2085094535,411,50,1
686.2017994534999,412,50,1
687.2051544535,412,50,1
688.2085094535,412,50,1
686.2017994534999,413,50,1
687.2051544535,413,50,1
688.2085094535,413,50,1
687.2051544535,414,50,1
688.2085094535,414,50,1
687.2051544535,415,50,1
688.2085094535,415,50,1
687.2051544535,416,50,1
688.2085094535,416,50,1
687.2051544535,417,50,1
688.2085094535,417,50,1
687.2051544535,418,50,1
688.2085094535,418,50,1
687.2051544535,419,50,1
688.2085094535,419,50,1
687.2051544535,420,50,1
688.2085094535,420,50,1
687.2051544535,421,50,1
688.2085094535,421,50,1
687.2051544535,422,50,1
688.2085094535,422,50,1
698.2264,425,51,1
699.2297550000001,425,51,1
698.2363,426,52,1
699.239655,426,52,1
698.2462,427,53,1
699.2495550000001,427,53,1
698.2561,428,54,1
699.259455,428,54,1
698.2660000000001,429,55,1
699.2693549999999,429,55,1
698.2759,430,56,1
699.279255,430,56,1
698.2858000000001,431,57,1
699.2891549999999,431,57,1
743.1905749575001,435,58,1
744.1930494525,435,58,1
745.1964044525,435,58,1
743.1905749575001,436,58,1
744.1930494525,436,58,1
745.1964044525,436,58,1
743.1905749575001,437,58,1
744.1930494525,437,58,1
745.1964044525,437,58,1
743.1905749575001,438,58,1
744.1930494525,438,58,1
745.1964044525,438,58,1
742.1565,439,58,1
743.1905749575001,439,58,1
744.1930494525,439,58,1
745.1964044525,439,58,1
742.1674,440,58,1
743.1905749575001,440,58,1
744.1930494525,440,58,1
745.1964044525,440,58,1
742.1782000000001,441,58,1
743.1905749575001,441,58,1
744.1930494525,441,58,1
745.1964044525,441,58,1
742.1891,442,58,1
743.1905749575001,442,58,1
744.1930494525,442,58,1
745.1964044525,442,58,1
742.1999000000001,443,58,1
743.1905749575001,443,58,1
744.1930494525,443,58,1
745.1964044525,443,58,1
742.2108000000001,444,58,1
743.1905749575001,444,58,1
744.1930494525,444,58,1
745.1964044525,444,58,1
742.2216000000001,445,58,1
743.1905749575001,445,58,1
744.1930494525,445,58,1
745.1964044525,445,58,1
742.2325000000001,446,58,1
743.1905749575001,446,58,1
744.1930494525,446,58,1
745.1964044525,446,58,1
743.1905749575001,447,58,1
744.1930494525,447,58,1
745.1964044525,447,58,1
743.1905749575001,448,58,1
744.1930494525,448,58,1
745.1964044525,448,58,1
743.1905749575001,449,58,1
744.1930494525,449,58,1
745.1964044525,449,58,1
743.1905749575001,451,58,1
744.1930494525,451,58,1
745.1964044525,451,58,1
744.1930494525,452,58,1
745.1964044525,452,58,1
744.1930494525,453,58,1
745.1964044525,453,58,1
744.1930494525,454,58,1
745.1964044525,454,58,1
744.1930494525,455,58,1
745.1964044525,455,58,1
744.1930494525,456,58,1
745.1964044525,456,58,1
744.1930494525,457,58,1
745.1964044525,457,58,1
744.1930494525,458,58,1
745.1964044525,458,58,1
744.1930494525,459,58,1
745.1964044525,459,58,1
744.1930494525,460,58,1
745.1964044525,460,58,1
744.1930494525,461,58,1
745.1964044525,461,58,1
744.1930494525,462,58,1
745.1964044525,462,58,1
744.1930494525,463,58,1
745.1964044525,463,58,1
744.1930494525,464,58,1
745.1964044525,464,58,1
744.1930494525,465,58,1
745.1964044525,465,58,1
760.224855505,466,59,1
761.228210505,466,59,1
762.2315655049999,466,59,1
760.224855505,467,59,1
761.228210505,467,59,1
762.2315655049999,467,59,1
760.224855505,468,59,1
761.228210505,468,59,1
762.2315655049999,468,59,1
760.224855505,469,59,1
761.228210505,469,59,1
762.2315655049999,469,59,1
760.224855505,470,59,1
761.228210505,470,59,1
762.2315655049999,470,59,1
760.224855505,471,59,1
761.228210505,471,59,1
762.2315655049999,471,59,1
759.1822,472,59,1
760.224855505,472,59,1
761.228210505,472,59,1
762.2315655049999,472,59,1
759.1934,473,59,1
760.224855505,473,59,1
761.228210505,473,59,1
762.2315655049999,473,59,1
759.2047,474,59,1
760.224855505,474,59,1
761.228210505,474,59,1
762.2315655049999,474,59,1
759.2158999999999,475,59,1
760.224855505,475,59,1
761.228210505,475,59,1
762.2315655049999,475,59,1
759.2271000000001,476,59,1
760.224855505,476,59,1
761.228210505,476,59,1
762.2315655049999,476,59,1
759.2384,477,59,1
760.224855505,477,59,1
761.228210505,477,59,1
762.2315655049999,477,59,1
759.2496000000001,478,59,1
760.224855505,478,59,1
761.228210505,478,59,1
762.2315655049999,478,59,1
759.2608,479,59,1
760.224855505,479,59,1
761.228210505,479,59,1
762.2315655049999,479,59,1
759.272,480,59,1
760.224855505,480,59,1
761.228210505,480,59,1
762.2315655049999,480,59,1
760.224855505,481,59,1
761.228210505,481,59,1
762.2315655049999,481,59,1
760.224855505,482,59,1
761.228210505,482,59,1
762.2315655049999,482,59,1
761.228210505,483,59,1
762.2315655049999,483,59,1
761.228210505,484,59,1
762.2315655049999,484,59,1
761.228210505,485,59,1
762.2315655049999,485,59,1
761.228210505,486,59,1
762.2315655049999,486,59,1
761.228210505,487,59,1
762.2315655049999,487,59,1
761.228210505,488,59,1
762.2315655049999,488,59,1
761.228210505,489,59,1
762.2315655049999,489,59,1
761.228210505,490,59,1
762.2315655049999,490,59,1
761.228210505,491,59,1
762.2315655049999,491,59,1
761.228210505,492,59,1
762.2315655049999,492,59,1
761.228210505,493,59,1
762.2315655049999,493,59,1
761.228210505,494,59,1
762.2315655049999,494,59,1
816.160174686,495,60,1
817.163529686,495,60,1
816.160174686,496,60,1
817.163529686,496,60,1
816.160174686,497,60,1
817.163529686,497,60,1
815.1645000000001,498,60,1
816.160174686,498,60,1
817.163529686,498,60,1
815.1769999999999,499,60,1
816.160174686,499,60,1
817.163529686,499,60,1
815.1895,500,60,1
816.160174686,500,60,1
817.163529686,500,60,1
815.202,501,61,1
816.2040244980001,501,61,1
817.2073794979999,501,61,1
815.2145,502,62,1
816.2165244979999,502,62,1
817.219879498,502,62,1
815.2270000000001,503,63,1
816.229024498,503,63,1
817.232379498,503,63,1
815.2395,504,64,1
816.241524498,504,64,1
817.244879498,504,64,1
815.252,505,65,1
816.254024498,505,65,1
817.2573794980001,505,65,1
816.160174686,510,60,1
817.163529686,510,60,1
816.2040244980001,511,61,1
817.2073794979999,511,61,1
816.2165244979999,512,62,1
817.219879498,512,62,1
816.229024498,513,63,1
817.232379498,513,63,1
816.241524498,514,64,1
817.244879498,514,64,1
816.254024498,515,65,1
817.2573794980001,515,65,1
833.200680519,523,66,1
834.204035519,523,66,1
832.2088,524,67,1
833.270155348,524,67,1
834.273510348,524,67,1
832.2216000000001,525,67,1
833.270155348,525,67,1
834.273510348,525,67,1
832.2345,526,67,1
833.270155348,526,67,1
834.273510348,526,67,1
832.2474,527,67,1
833.270155348,527,67,1
834.273510348,527,67,1
832.2603,528,67,1
833.270155348,528,67,1
834.273510348,528,67,1
832.2732000000001,529,67,1
833.270155348,529,67,1
834.273510348,529,67,1
833.270155348,530,67,1
834.273510348,530,67,1
833.270155348,531,67,1
834.273510348,531,67,1
833.270155348,532,67,1
834.273510348,532,67,1
833.270155348,533,67,1
834.273510348,533,67,1
837.1413683775,534,68,1
837.1413683775,535,68,1
833.200680519,537,66,1
834.204035519,537,66,1
833.270155348,538,67,1
834.273510348,538,67,1
837.1413683775,540,68,3
837.1413683775,542,68,3
837.1413683775,544,68,3
837.05403875,545,69,4
837.5557162499999,545,69,4
837.1413683775,546,68,3
836.8162,547,70,4
837.0670387499999,547,70,4
837.56871625,547,70,4
836.8162,548,68,3
837.1413683775,548,68,3
836.8292,549,71,4
837.08003875,549,71,4
837.58171625,549,71,4
836.8292,550,68,3
837.1413683775,550,68,3
836.8422,551,68,4
837.1413683775,551,68,4
837.5947162499999,551,68,4
836.8422,552,68,3
837.1413683775,552,68,3
836.8552,553,68,4
837.1413683775,553,68,4
837.6077162500001,553,68,4
836.8682,554,68,4
837.1413683775,554,68,4
837.62071625,554,68,4
837.1413683775,555,68,4
837.1413683775,556,68,4
837.1413683775,557,68,4
837.1413683775,558,68,4
837.1413683775,559,68,3
868.938468839,560,72,4
869.189307589,560,72,4
869.000974926,561,73,3
868.938468839,562,72,4
869.189307589,562,72,4
869.000974926,563,73,3
868.938468839,564,72,4
869.189307589,564,72,4
869.000974926,565,73,3
868.938468839,566,72,4
869.189307589,566,72,4
868.71,568,72,4
868.938468839,568,72,4
869.189307589,568,72,4
868.71,569,74,3
868.7237,570,72,4
868.938468839,570,72,4
869.189307589,570,72,4
868.7237,571,75,3
868.7374,572,73,4
869.000974926,572,73,4
868.7374,573,73,3
868.7512,574,73,4
869.000974926,574,73,4
868.7512,575,73,3
868.7648999999999,576,73,4
869.000974926,576,73,4
868.7648999999999,577,73,3
868.7787000000001,578,76,4
868.7787000000001,579,76,3
869.112594961,579,76,3
868.7924,580,77,4
868.7924,581,77,3
869.126294961,581,77,3
868.8062,582,78,4
868.8062,583,78,3
869.1400949609999,583,78,3
868.8199,584,79,4
868.8199,585,72,3
869.189307589,585,72,3
869.189307589,587,72,3
869.189307589,589,72,3
869.112594961,590,76,4
869.189307589,591,72,3
869.126294961,592,77,4
869.189307589,593,72,3
869.1400949609999,594,78,4
869.189307589,595,72,3
868.938468839,596,72,4
869.189307589,596,72,4
868.938468839,597,72,3
868.938468839,598,72,3
868.938468839,599,72,3
869.000974926,600,73,4
869.000974926,601,73,4
869.000974926,602,73,4
888.0668000000001,606,80,4
888.31763875,606,80,4
888.0809999999999,607,81,4
888.3318387500001,607,81,4
888.0952,608,82,4
888.3460387499999,608,82,4
888.1094,609,83,4
888.36023875,609,83,4
888.1236,610,84,4
888.3744387500001,610,84,4
888.1378,611,85,4
888.3886387499999,611,85,4
888.152,612,86,4
888.40283875,612,86,4
888.1662,613,87,4
