722	52
>	0
0	14502.236060606016
1	21442.620649350636
2	19896.193982684024
3	12485.267727272758
4	4371.401623376601
5	0.0
>	1
0	33772.52387445883
1	51682.65038961037
2	48543.63220779231
3	29811.337034632084
4	8689.181709956641
5	0.0
>	3
0	5065.066534632034
1	7358.222541125537
2	6796.595359307373
3	4447.287813852811
4	1907.4780411255333
5	0.0
>	4
0	7315.956796536765
1	11097.069207792203
2	9806.635086580109
3	5569.105673160176
4	1174.3153354977972
5	0.0
>	5
0	26204.794264069238
1	46187.30796536792
2	46266.92463203471
3	27115.861645021418
4	3001.097294371996
5	0.0
>	6
0	4820.165785714247
1	8973.224285714277
2	9756.784103896118
3	5832.7933506493655
4	426.946688311701
5	0.0
>	9
0	9385.216168831215
1	9152.190577922152
2	8370.867229437234
3	9849.076577922053
4	10266.776168831046
5	176.05063852794393
>	10
0	545.8106926406707
1	4522.7706017315695
2	7249.447086580084
3	6305.2615108225245
4	3431.009307359308
5	436.2708008658001
6	0.0
>	11
0	340.34835497836264
1	1150.3041601731604
2	2119.292056277053
3	2745.652419913423
4	1885.8861731601696
5	433.102835497825
6	0.0
>	12
0	817.211168831179
1	2029.8775064935107
2	3436.7360865800815
3	4209.52796536797
4	3084.475811688319
5	1192.5464610389702
6	0.0
>	13
0	12177.974675324745
1	13600.081168831237
2	12425.794632034645
3	11954.946883116978
4	10277.096103896294
5	271.52683982706253
>	15
0	5353.819454545472
1	5055.074649350696
2	3532.336086580096
3	2734.504220779261
4	2374.990597402611
5	0.0
>	17
0	3681.9100974026132
1	1269.704577922117
2	171.3502341991317
3	2435.3482207792495
4	5008.857383116898
5	0.0
>	19
0	3854.5801883116947
1	8518.368320346302
2	12234.894229437237
3	8762.168387445803
4	2017.7471212119717
5	0.0
>	20
0	4283.332662337693
1	4323.771701298731
2	3940.435588744591
3	4417.382415584437
4	4416.84209090913
5	0.0
>	22
0	3200.953796536789
1	1566.7524134199275
2	0.0
3	0.0
4	3168.189510822558
5	5756.572400432961
6	336.09669913427615
>	24
0	0.0
1	848.1109209957012
2	0.0
3	663.7774731601551
4	5992.759203463196
5	6047.552585497826
6	2710.226270562758
7	0.0
>	25
0	7595.259677489192
1	9199.391651515185
2	8798.830337662346
3	8504.12682251083
4	8081.651787878795
5	6182.566722943748
6	1.1538398268530727
>	26
0	1956.4446688311634
1	3215.7958636363614
2	3616.9588008658034
3	3208.2529220779243
4	3153.9781060606147
5	2637.811638528151
6	55.67591341992352
>	27
0	11854.66917748919
1	13983.157161255467
2	9752.43653138531
3	3421.0104121212457
4	0.0
5	0.0
6	9920.435951298723
>	30
0	3335.5116385281385
1	4078.68164502164
2	5629.52119696969
3	6478.401991341994
