16717	1	S
0	181600.0
1	81047.29
2	48086.01
3	91252.01
4	76499.34
5	19132.04
6	69805.41
7	41488.29
8	90666.84
10	14272.67
16	29379.06
17	46192.91
18	56175.41
19	78228.77
20	20207.66
22	29360.81
28	676015.2
29	161505.3
30	514928.7
31	597749.0
33	127565.0
34	214030.1
35	33129.79
36	55908.83
38	26228.57
46	20566.32
48	364128.7
50	69050.82
51	107415.9
52	82500.56
53	45057.52
54	78734.99
55	25148.66
56	52496.86
57	24495.74
58	18667.77
59	51600.07
60	23222.81
61	45844.17
65	62903.63
72	39370.15
77	20783.04
78	26865.53
81	48260.95
82	917167.4
83	764259.5
85	250199.1
87	70497.06
88	122569.2
89	31774.3
91	57273.74
93	29792.04
95	58814.82
97	29325.74
99	39238.52
102	109477.8
108	50895.39
114	44670.77
117	27476.46
118	58120.16
119	98067.09
121	1730019.0
123	1233697.0
125	573322.1
128	145380.0
129	68086.29
130	38384.7
131	112692.7
133	50691.44
134	47274.88
145	35200.98
146	64213.16
147	25613.56
148	21994.86
149	25657.5
150	108487.1
151	31597.28
155	169553.2
156	198024.8
157	73401.23
158	33510.95
159	18633.56
160	61295.36
161	29910.33
162	19979.98
163	586078.4
164	300003.8
165	77225.56
170	23657.77
171	58676.68
172	66052.09
173	894821.6
174	189728.1
175	112196.9
176	195683.0
177	75543.2
178	46457.51
179	41513.54
180	29717.44
181	34874.23
182	74996.14
183	21636.14
188	437941.8
189	253998.6
190	103698.4
191	32159.45
192	75048.19
198	31623.48
199	108411.7
200	44796.51
201	26258.55
203	56217.52
206	224242.6
207	144994.0
208	47797.76
209	3528761.0
213	851771.1
215	258566.1
217	142531.5
218	40527.75
220	490774.3
221	486217.1
222	121924.0
223	43996.88
227	260450.6
229	26396.26
232	284190.8
234	153552.3
236	235301.2
237	101678.3
238	153436.9
241	58406.61
242	57959.89
243	22636.88
247	26811.49
254	36295.39
255	50413.06
256	25679.36
257	34383.62
258	69265.29
260	94748.05
261	37845.96
263	89582.16
264	47660.5
266	72322.9
268	135713.7
269	123380.8
270	54605.24
274	64739.78
276	2042544.0
279	1496082.0
282	602517.0
283	765454.3
285	152706.6
287	378463.6
290	383166.3
291	31630.85
293	116771.7
295	47567.91
298	96598.92
300	27822.84
304	64417.75
305	34209.16
307	932246.3
308	81339.6
309	1171995.0
310	998301.0
312	408826.2
313	239167.6
314	11799470.0
316	5554263.0
317	22378.42
318	1645551.0
319	554361.8
320	322009.2
321	76639.91
322	212427.0
323	46560.9
325	24788.95
326	46213.67
328	71980.47
329	49453.77
330	139300.9
334	22663.88
335	51834.24
337	30401.4
338	40183.57
339	646528.0
340	481346.2
341	35574.0
342	234206.8
343	25223.8
344	89712.44
345	62091.39
349	34706.21
350	85228.0
351	37725.5
353	86690.63
355	34655.83
356	33960.09
357	866132.3
358	62774.84
359	366637.5
360	22628.62
361	90985.89
362	34743.07
363	33104.93
364	34094.76
367	23337.26
373	8264750.0
376	9948523.0
377	6091785.0
378	3008583.0
379	1137705.0
380	315532.6
381	83400.97
382	26246.63
384	72612.26
385	56238.58
386	38929.14
389	179786.9
392	99414.23
396	174960.9
397	206430.5
398	92861.43
400	74592.52
401	61119.92
404	74497.73
407	44609.16
409	72057.87
411	51999.46
414	181328.7
415	40727.39
417	59592.37
418	89987.2
421	115968.8
425	112069.1
427	29617.59
435	42821.22
438	39556.49
439	82067.14
440	45461.07
441	33428.9
442	31974.68
443	226903.4
444	42609.3
445	210799.7
446	142941.6
448	76990.09
453	407741.8
454	323699.0
455	91912.82
456	49903.65
457	30695.33
458	63622.2
462	34228.04
464	56479.42
470	104276.1
472	29484.36
476	31316.07
478	26999.75
480	30673.52
483	41639.37
488	40340.76
489	75524.56
490	2176063.0
491	26570.14
492	2993950.0
493	32151.85
494	1521228.0
495	32531.01
496	469593.1
497	96747.01
499	56885.24
